Time [s]	Drucki Ch.  1(Target)[mbar]	Drucki Ch.  1(Read)[mbar]	Drucki Ch.  2(Target)[mbar]	Drucki Ch.  2(Read)[mbar]	Drucki Ch.  3(Target)[mbar]	Drucki Ch.  3(Read)[mbar]	Drucki Ch.  4(Target)[mbar]	Drucki Ch.  4(Read)[mbar]	
1467.4730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1467.5730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1467.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0870	
1467.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1467.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1467.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1468.0730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1468.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1468.2730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1468.3730	0.0000	1.1252	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1468.4730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1468.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1468.6730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1468.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1468.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1468.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1469.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1469.1730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1469.2730	0.0000	1.1331	82.0000	81.9514	0.0000	0.2796	0.0000	2.0870	
1469.3730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1469.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1469.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1469.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1469.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1469.8730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1469.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1470.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.3730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1470.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1470.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.7740	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1470.8730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1470.9730	0.0000	1.1252	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1471.0730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1471.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1471.2730	0.0000	1.1252	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1471.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1471.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1471.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1471.6770	0.0000	1.1489	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1471.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1471.8730	0.0000	1.1173	82.0000	82.0759	0.0000	0.2796	0.0000	2.0133	
1471.9730	0.0000	1.1489	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1472.0730	0.0000	1.1410	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1472.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1472.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1472.3730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1472.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1472.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1472.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1472.7730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1472.8730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1472.9730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	1.9395	
1473.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	1.9395	
1473.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1473.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1473.3730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1473.4730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1473.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1473.6730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1473.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1473.8730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1473.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1474.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1474.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1474.2730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1474.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1474.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1474.5730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1474.6730	0.0000	1.1331	82.0000	81.9514	0.0000	0.3487	0.0000	2.0133	
1474.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1474.8730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1474.9730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1475.0730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1475.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1475.2730	0.0000	1.1252	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1475.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1475.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1475.5730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1475.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1475.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1475.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1475.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1476.0730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1476.1730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1476.2730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1476.3730	0.0000	1.1410	82.0000	82.0759	0.0000	0.2796	0.0000	2.0133	
1476.4730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1476.5730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1476.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1476.7730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	1.9395	
1476.8730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1476.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1477.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1477.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1477.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1477.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1477.4730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1477.5730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1477.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1477.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1477.8730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1477.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1478.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1478.1730	0.0000	1.1489	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1478.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1478.3730	0.0000	1.1410	82.0000	81.9514	0.0000	0.3487	0.0000	2.0133	
1478.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1478.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1478.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1478.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1478.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1478.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1479.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1479.1730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1479.2730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1479.3730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1479.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1479.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1479.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1479.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1479.8730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1479.9730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1480.0730	0.0000	1.1331	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1480.1730	0.0000	1.1331	82.0000	81.9514	0.0000	0.4177	0.0000	2.0133	
1480.2730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1480.3730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1480.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1480.5730	0.0000	1.1331	82.0000	81.9514	0.0000	0.4177	0.0000	2.0133	
1480.6730	0.0000	1.1410	82.0000	81.9514	0.0000	0.4177	0.0000	2.0870	
1480.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1480.8730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1480.9730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1481.0730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1481.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1481.2730	0.0000	1.1410	82.0000	81.9514	0.0000	0.3487	0.0000	2.0133	
1481.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1481.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1481.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1481.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1481.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1481.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1481.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1482.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1482.1730	0.0000	1.1489	82.0000	82.0759	0.0000	0.2796	0.0000	2.0133	
1482.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1482.3730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1482.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	1.9395	
1482.5730	0.0000	1.1489	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1482.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1482.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1482.8730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1482.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1483.0730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1483.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1483.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1483.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1483.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1483.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1483.6730	0.0000	1.1331	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1483.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1483.8730	0.0000	1.1410	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1483.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.0730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1484.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.2730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1484.3730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1484.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.7730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1484.8730	0.0000	1.1252	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1484.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1485.0730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1485.1730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1485.2730	0.0000	1.1489	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1485.3730	0.0000	1.1489	82.0000	82.0759	0.0000	0.2796	0.0000	2.0133	
1485.4730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1485.5730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1485.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1485.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1485.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1485.9730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0870	
1486.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1486.1730	0.0000	1.1489	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1486.2730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.1608	
1486.3730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1486.4730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1486.5730	0.0000	1.1568	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1486.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1486.7730	0.0000	1.1489	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1486.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1486.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1487.0730	0.0000	1.1331	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1487.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1487.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1487.3730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1487.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1487.5730	0.0000	1.1331	82.0000	82.0759	0.0000	0.2796	0.0000	2.0133	
1487.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1487.7730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1487.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1487.9730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1488.0730	0.0000	1.1331	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1488.1730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1488.2730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1488.3730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1488.4730	0.0000	1.1410	82.0000	81.9514	0.0000	0.4177	0.0000	2.0870	
1488.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1488.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1488.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1488.8730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1488.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1489.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1489.1730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1489.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1489.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1489.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1489.5730	0.0000	1.1410	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1489.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1489.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1489.8730	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1489.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1490.0730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1490.1730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1490.2730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2106	0.0000	2.0133	
1490.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1490.4730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1490.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1490.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1490.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1490.8730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1490.9730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1491.0730	0.0000	1.1489	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1491.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1491.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1491.3730	0.0000	1.1568	82.0000	82.0759	0.0000	0.3487	0.0000	2.0870	
1491.4730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1491.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1491.6730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1491.7730	0.0000	1.1331	82.0000	82.0759	0.0000	0.4177	0.0000	2.0870	
1491.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1491.9730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1492.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1492.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1492.2730	0.0000	1.1410	82.0000	81.9514	0.0000	0.4177	0.0000	2.0870	
1492.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1492.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1492.5730	0.0000	1.1331	82.0000	82.0137	0.0000	0.2796	0.0000	2.0870	
1492.6730	0.0000	1.1331	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1492.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1492.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0870	
1492.9730	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1493.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1493.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1493.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1493.3730	0.0000	1.1331	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1493.4730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1493.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	1.9395	
1493.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1493.7730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1493.8730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1493.9730	0.0000	1.1568	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1494.0730	0.0000	1.1568	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1494.1730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1494.2730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1494.3730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	1.9395	
1494.4730	0.0000	1.1568	82.0000	82.0137	0.0000	0.2796	0.0000	2.0133	
1494.5730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1494.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.2796	0.0000	2.0870	
1494.7730	0.0000	1.1489	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1494.8730	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1494.9730	0.0000	1.1568	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1495.0730	0.0000	1.1489	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1495.1730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1495.2730	0.0000	1.1489	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1495.3730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1495.4730	0.0000	1.1489	82.0000	81.9514	0.0000	0.4177	0.0000	2.0870	
1495.5730	0.0000	1.1489	82.0000	82.0137	0.0000	0.3487	0.0000	2.0870	
1495.6730	0.0000	1.1410	82.0000	82.0759	0.0000	0.3487	0.0000	2.0133	
1495.7730	0.0000	1.1410	82.0000	82.0759	0.0000	0.4177	0.0000	2.0133	
1495.8730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1495.9730	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1496.0730	0.0000	1.1410	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1496.1730	0.0000	1.1489	82.0000	81.9514	0.0000	0.4177	0.0000	2.0870	
1496.2730	0.0000	1.1410	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
1496.3730	0.0000	1.1568	82.0000	82.0137	0.0000	0.3487	0.0000	2.0133	
1496.4730	0.0000	1.1489	82.0000	81.9514	0.0000	0.3487	0.0000	2.0870	
1496.5730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1496.6730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0870	
1496.7730	0.0000	1.1489	82.0000	82.0137	0.0000	0.4177	0.0000	2.0133	
