Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,4.76,,
0.5,4.27,,
1.0,3.99,,
1.5,3.95,,
2.0,3.86,,
2.5,3.57,,
3.0,2.92,,
3.5,2.04,,
4.0,0.75,,
4.5,-0.68,,
5.0,-2.61,,
5.5,-4.58,,
6.0,-6.79,,
6.5,-8.88,,
7.0,-10.84,,
7.5,-12.42,,
8.0,-13.50,,
8.5,-14.24,,
9.0,-14.74,,
9.5,-14.98,,
10.0,-14.90,,
10.5,-14.73,,
11.0,-14.35,,
11.5,-14.24,,
12.0,-14.47,,
12.5,-14.94,,
13.0,-15.78,,
13.5,-17.03,,
14.0,-18.49,,
14.5,-20.32,,
15.0,-22.49,,
15.5,-24.67,,
16.0,-26.63,,
16.5,-28.14,,
17.0,-29.30,,
17.5,-30.11,,
18.0,-30.67,,
18.5,-30.96,,
19.0,-31.09,,
19.5,-30.95,,
20.0,-30.76,,
20.5,-30.73,,
21.0,-30.98,,
21.5,-31.79,,
22.0,-32.86,,
22.5,-34.34,,
23.0,-35.93,,
23.5,-37.74,,
24.0,-39.45,,
24.5,-41.51,,
25.0,-43.35,,
25.5,-45.02,,
26.0,-46.05,,
26.5,-46.47,,
27.0,-46.72,,
27.5,-46.67,,
28.0,-46.48,,
28.5,-46.30,,
29.0,-46.15,,
29.5,-46.21,,
30.0,-46.63,,
30.5,-47.22,,
31.0,-48.13,,
31.5,-49.23,,
32.0,-50.36,,
32.5,-51.69,,
33.0,-52.93,,
33.5,-54.14,,
34.0,-55.24,,
34.5,-56.20,,
35.0,-56.57,,
35.5,-56.16,,
36.0,-55.35,,
36.5,-54.48,,
37.0,-53.64,,
37.5,-52.96,,
38.0,-52.42,,
38.5,-52.17,,
39.0,-52.27,,
39.5,-52.73,,
40.0,-53.62,,
40.5,-54.59,,
41.0,-55.79,,
41.5,-56.68,,
42.0,-57.60,,
42.5,-58.39,,
43.0,-58.96,,
43.5,-59.01,,
44.0,-58.79,,
44.5,-58.43,,
45.0,-57.84,,
45.5,-57.45,,
46.0,-57.10,,
46.5,-57.06,,
47.0,-57.19,,
47.5,-57.58,,
48.0,-58.35,,
48.5,-59.36,,
49.0,-60.69,,
49.5,-62.28,,
50.0,-63.89,,
50.5,-65.30,,
51.0,-66.34,,
51.5,-67.00,,
52.0,-67.42,,
52.5,-67.68,,
53.0,-67.48,,
53.5,-66.96,,
54.0,-66.12,,
54.5,-65.44,,
55.0,-64.98,,
55.5,-65.04,,
56.0,-65.36,,
56.5,-65.89,,
57.0,-66.86,,
57.5,-68.25,,
58.0,-70.04,,
58.5,-71.91,,
59.0,-73.70,,
59.5,-75.13,,
60.0,-76.36,,
60.5,-77.13,,
61.0,-77.68,,
61.5,-77.72,,
62.0,-77.48,,
62.5,-76.84,,
63.0,-76.22,,
63.5,-75.55,,
64.0,-75.27,,
64.5,-75.21,,
65.0,-75.55,,
65.5,-76.43,,
66.0,-77.62,,
66.5,-78.99,,
67.0,-80.53,,
67.5,-82.33,,
68.0,-84.21,,
68.5,-85.84,,
69.0,-86.94,,
69.5,-87.59,,
70.0,-87.95,,
70.5,-88.04,,
71.0,-87.98,,
71.5,-87.49,,
72.0,-86.89,,
72.5,-86.28,,
73.0,-86.15,,
73.5,-86.28,,
74.0,-86.91,,
74.5,-87.66,,
75.0,-88.70,,
75.5,-89.99,,
76.0,-91.50,,
76.5,-93.12,,
77.0,-94.49,,
77.5,-95.64,,
78.0,-96.49,,
78.5,-96.95,,
79.0,-97.16,,
79.5,-97.14,,
80.0,-96.81,,
80.5,-96.70,,
81.0,-96.54,,
81.5,-96.53,,
82.0,-96.71,,
82.5,-97.14,,
83.0,-97.95,,
83.5,-99.17,,
84.0,-100.70,,
84.5,-102.02,,
85.0,-103.22,,
85.5,-104.27,,
86.0,-105.26,,
86.5,-106.14,,
87.0,-106.72,,
87.5,-106.92,,
88.0,-106.73,,
88.5,-106.60,,
89.0,-106.52,,
89.5,-106.56,,
90.0,-106.66,,
90.5,-106.97,,
91.0,-107.54,,
91.5,-108.65,,
92.0,-109.89,,
92.5,-111.20,,
93.0,-112.63,,
93.5,-114.11,,
94.0,-115.51,,
94.5,-116.59,,
95.0,-117.24,,
95.5,-117.71,,
96.0,-118.13,,
96.5,-118.41,,
97.0,-118.32,,
97.5,-118.05,,
98.0,-117.69,,
98.5,-117.67,,
99.0,-118.10,,
99.5,-118.92,,
100.0,-119.80,,
100.5,-121.01,,
101.0,-122.39,,
101.5,-124.31,,
102.0,-126.19,,
102.5,-127.83,,
103.0,-128.96,,
103.5,-129.64,,
104.0,-130.22,,
104.5,-130.42,,
105.0,-130.42,,
105.5,-129.85,,
106.0,-129.21,,
106.5,-128.56,,
107.0,-128.06,,
107.5,-127.75,,
108.0,-127.84,,
108.5,-128.40,,
109.0,-129.36,,
109.5,-130.72,,
110.0,-132.02,,
110.5,-133.74,,
111.0,-135.38,,
111.5,-137.21,,
112.0,-138.66,,
112.5,-139.89,,
113.0,-140.46,,
113.5,-140.74,,
114.0,-140.83,,
114.5,-140.73,,
115.0,-140.45,,
115.5,-139.91,,
116.0,-139.44,,
116.5,-139.32,,
117.0,-139.66,,
117.5,-140.49,,
118.0,-141.61,,
118.5,-142.72,,
119.0,-144.10,,
119.5,-145.53,,
120.0,-147.05,,
120.5,-148.34,,
121.0,-149.59,,
121.5,-150.47,,
122.0,-151.08,,
122.5,-151.41,,
123.0,-151.57,,
123.5,-151.54,,
124.0,-151.50,,
124.5,-151.45,,
125.0,-151.50,,
125.5,-151.68,,
126.0,-152.09,,
126.5,-153.05,,
127.0,-154.23,,
127.5,-155.63,,
128.0,-156.77,,
128.5,-157.78,,
129.0,-158.66,,
129.5,-159.74,,
130.0,-160.52,,
130.5,-161.15,,
131.0,-161.22,,
131.5,-161.08,,
132.0,-161.18,,
132.5,-161.32,,
133.0,-161.56,,
133.5,-161.56,,
134.0,-161.89,,
134.5,-162.37,,
135.0,-163.34,,
135.5,-164.50,,
136.0,-165.95,,
136.5,-167.45,,
137.0,-168.78,,
137.5,-169.93,,
138.0,-170.62,,
138.5,-171.38,,
139.0,-171.86,,
139.5,-172.23,,
140.0,-172.17,,
140.5,-172.06,,
141.0,-171.75,,
141.5,-171.89,,
142.0,-172.27,,
142.5,-172.91,,
143.0,-173.75,,
143.5,-174.63,,
144.0,-175.92,,
144.5,-177.69,,
145.0,-179.67,,
145.5,-181.46,,
146.0,-182.83,,
146.5,-183.88,,
147.0,-184.68,,
147.5,-185.12,,
148.0,-185.41,,
148.5,-185.34,,
149.0,-184.91,,
149.5,-184.30,,
150.0,-183.83,,
150.5,-183.38,,
151.0,-183.41,,
151.5,-183.70,,
152.0,-184.56,,
152.5,-185.74,,
153.0,-187.28,,
153.5,-189.09,,
154.0,-190.99,,
154.5,-192.81,,
155.0,-194.36,,
155.5,-195.58,,
156.0,-196.16,,
156.5,-196.55,,
157.0,-196.36,,
157.5,-196.22,,
158.0,-195.59,,
158.5,-195.10,,
159.0,-194.45,,
159.5,-194.21,,
160.0,-194.29,,
160.5,-194.90,,
161.0,-195.83,,
