Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 9817.6 um Width: 0.0 um
M. Cursor,Pos: 991.8 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,0.22,,
0.5,-2.91,,
1.0,-6.48,,
1.5,-9.67,,
2.0,-12.61,,
2.5,-15.02,,
3.0,-15.02,,
3.5,-14.44,,
4.0,-14.38,,
4.5,-14.00,,
5.0,-13.73,,
5.5,-13.62,,
6.0,-13.89,,
6.5,-14.51,,
7.0,-15.19,,
7.5,-14.15,,
8.0,-11.48,,
8.5,-9.18,,
9.0,-6.35,,
9.5,-2.65,,
10.0,1.70,,
10.5,4.49,,
11.0,5.62,,
11.5,7.02,,
12.0,9.62,,
12.5,10.28,,
13.0,9.13,,
13.5,8.35,,
14.0,8.80,,
14.5,8.90,,
15.0,8.17,,
15.5,7.24,,
16.0,6.97,,
16.5,6.10,,
17.0,6.67,,
17.5,5.20,,
18.0,2.02,,
18.5,-1.38,,
19.0,-5.30,,
19.5,-9.03,,
20.0,-12.83,,
20.5,-16.41,,
21.0,-19.78,,
21.5,-22.27,,
22.0,-24.20,,
22.5,-24.34,,
23.0,-20.86,,
23.5,-15.93,,
24.0,-12.91,,
24.5,-12.74,,
25.0,-13.73,,
25.5,-16.01,,
26.0,-18.98,,
26.5,-22.02,,
27.0,-25.06,,
27.5,-27.80,,
28.0,-30.26,,
28.5,-32.40,,
29.0,-33.86,,
29.5,-35.11,,
30.0,-35.90,,
30.5,-36.20,,
31.0,-36.40,,
31.5,-36.62,,
32.0,-36.39,,
32.5,-35.93,,
33.0,-30.76,,
33.5,-24.04,,
34.0,-20.99,,
34.5,-20.31,,
35.0,-20.67,,
35.5,-21.75,,
36.0,-22.60,,
36.5,-23.98,,
37.0,-24.56,,
37.5,-25.75,,
38.0,-26.55,,
38.5,-27.70,,
39.0,-28.44,,
39.5,-29.16,,
40.0,-29.46,,
40.5,-29.79,,
41.0,-29.75,,
41.5,-29.87,,
42.0,-29.71,,
42.5,-29.78,,
43.0,-29.86,,
43.5,-30.31,,
44.0,-30.66,,
44.5,-31.01,,
45.0,-31.25,,
45.5,-31.50,,
46.0,-31.48,,
46.5,-31.04,,
47.0,-30.68,,
47.5,-30.29,,
48.0,-29.93,,
48.5,-29.23,,
49.0,-28.51,,
49.5,-27.55,,
50.0,-27.16,,
50.5,-27.01,,
51.0,-26.38,,
51.5,-25.18,,
52.0,-24.03,,
52.5,-23.96,,
53.0,-23.95,,
53.5,-24.51,,
54.0,-25.14,,
54.5,-25.87,,
55.0,-26.59,,
55.5,-27.17,,
56.0,-27.36,,
56.5,-27.25,,
57.0,-27.51,,
57.5,-27.24,,
58.0,-27.06,,
58.5,-26.86,,
59.0,-26.92,,
59.5,-26.77,,
60.0,-26.95,,
60.5,-26.95,,
61.0,-26.94,,
61.5,-26.74,,
62.0,-25.92,,
62.5,-25.37,,
63.0,-24.73,,
63.5,-24.18,,
64.0,-23.80,,
64.5,-23.45,,
65.0,-22.35,,
65.5,-20.56,,
66.0,-18.35,,
66.5,-15.99,,
67.0,-13.80,,
67.5,-11.96,,
68.0,-10.52,,
68.5,-9.57,,
69.0,-8.96,,
69.5,-7.69,,
70.0,-2.58,,
70.5,4.49,,
71.0,13.34,,
71.5,23.05,,
72.0,28.43,,
72.5,29.40,,
73.0,27.24,,
73.5,23.63,,
74.0,19.68,,
74.5,15.75,,
75.0,12.29,,
75.5,9.15,,
76.0,6.31,,
76.5,4.02,,
77.0,1.93,,
77.5,0.08,,
78.0,-0.61,,
78.5,-1.52,,
79.0,-2.39,,
79.5,-3.27,,
80.0,-3.73,,
80.5,-4.39,,
81.0,-4.65,,
81.5,-4.95,,
82.0,-4.54,,
82.5,-3.06,,
83.0,-1.92,,
83.5,-1.31,,
84.0,-1.29,,
84.5,-1.68,,
85.0,-2.27,,
85.5,-3.00,,
86.0,-3.67,,
86.5,-4.00,,
87.0,-4.11,,
87.5,-4.19,,
88.0,-3.00,,
88.5,-2.02,,
89.0,-1.22,,
89.5,-0.66,,
90.0,-0.45,,
90.5,-0.45,,
91.0,-0.73,,
91.5,-1.23,,
92.0,-2.08,,
92.5,-2.97,,
93.0,-4.00,,
