Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,3.38,,
0.5,2.53,,
1.0,1.54,,
1.5,0.83,,
2.0,0.13,,
2.5,-0.15,,
3.0,-0.37,,
3.5,-0.53,,
4.0,-0.93,,
4.5,-1.42,,
5.0,-2.01,,
5.5,-2.89,,
6.0,-3.67,,
6.5,-4.97,,
7.0,-6.11,,
7.5,-7.42,,
8.0,-8.65,,
8.5,-9.84,,
9.0,-10.91,,
9.5,-11.94,,
10.0,-12.61,,
10.5,-12.76,,
11.0,-12.81,,
11.5,-12.97,,
12.0,-13.10,,
12.5,-13.10,,
13.0,-13.05,,
13.5,-13.05,,
14.0,-13.71,,
14.5,-14.58,,
15.0,-16.04,,
15.5,-17.26,,
16.0,-18.63,,
16.5,-19.98,,
17.0,-21.57,,
17.5,-22.92,,
18.0,-24.12,,
18.5,-24.90,,
19.0,-25.48,,
19.5,-25.82,,
20.0,-25.92,,
20.5,-25.71,,
21.0,-25.52,,
21.5,-25.36,,
22.0,-25.59,,
22.5,-25.73,,
23.0,-26.27,,
23.5,-27.24,,
24.0,-28.74,,
24.5,-30.50,,
25.0,-32.28,,
25.5,-34.02,,
26.0,-35.54,,
26.5,-37.00,,
27.0,-38.23,,
27.5,-39.26,,
28.0,-39.66,,
28.5,-39.96,,
29.0,-39.74,,
29.5,-39.34,,
30.0,-38.70,,
30.5,-37.98,,
31.0,-36.82,,
31.5,-35.86,,
32.0,-35.26,,
32.5,-34.98,,
33.0,-35.16,,
33.5,-35.49,,
34.0,-36.05,,
34.5,-36.78,,
35.0,-37.56,,
35.5,-38.30,,
36.0,-38.79,,
36.5,-38.93,,
37.0,-38.88,,
37.5,-38.46,,
38.0,-37.78,,
38.5,-37.01,,
39.0,-36.25,,
39.5,-35.73,,
40.0,-35.46,,
40.5,-35.25,,
41.0,-35.19,,
41.5,-35.38,,
42.0,-36.14,,
42.5,-37.07,,
43.0,-38.10,,
43.5,-38.68,,
44.0,-39.32,,
44.5,-39.68,,
45.0,-40.23,,
45.5,-40.39,,
46.0,-40.42,,
46.5,-39.93,,
47.0,-39.55,,
47.5,-39.18,,
48.0,-39.19,,
48.5,-39.13,,
49.0,-39.31,,
49.5,-39.43,,
50.0,-39.87,,
50.5,-40.44,,
51.0,-41.39,,
51.5,-42.14,,
52.0,-42.80,,
52.5,-43.28,,
53.0,-43.63,,
53.5,-43.80,,
54.0,-43.68,,
54.5,-43.41,,
55.0,-43.17,,
55.5,-43.06,,
56.0,-42.92,,
56.5,-42.88,,
57.0,-42.98,,
57.5,-43.33,,
58.0,-44.05,,
58.5,-44.83,,
59.0,-45.68,,
59.5,-46.32,,
60.0,-47.25,,
60.5,-48.27,,
61.0,-49.09,,
61.5,-49.74,,
62.0,-49.90,,
62.5,-49.95,,
63.0,-49.87,,
63.5,-49.80,,
64.0,-49.39,,
64.5,-48.91,,
65.0,-48.52,,
65.5,-48.30,,
66.0,-48.54,,
66.5,-48.83,,
67.0,-49.39,,
67.5,-50.24,,
68.0,-51.36,,
68.5,-52.63,,
69.0,-53.89,,
69.5,-54.97,,
70.0,-55.96,,
70.5,-56.75,,
71.0,-57.37,,
71.5,-57.40,,
72.0,-57.22,,
72.5,-56.75,,
73.0,-56.16,,
73.5,-55.54,,
74.0,-55.05,,
74.5,-54.66,,
75.0,-54.62,,
75.5,-54.86,,
76.0,-55.50,,
76.5,-56.39,,
77.0,-57.45,,
77.5,-58.79,,
78.0,-60.00,,
78.5,-61.33,,
79.0,-62.36,,
79.5,-63.24,,
80.0,-63.62,,
80.5,-63.88,,
81.0,-63.71,,
81.5,-63.32,,
82.0,-62.65,,
82.5,-61.98,,
83.0,-61.44,,
83.5,-61.28,,
84.0,-61.16,,
84.5,-61.50,,
85.0,-61.99,,
85.5,-62.61,,
86.0,-63.52,,
86.5,-64.70,,
87.0,-65.94,,
87.5,-67.03,,
88.0,-67.97,,
88.5,-68.58,,
89.0,-69.14,,
89.5,-69.20,,
90.0,-69.16,,
90.5,-68.98,,
91.0,-68.56,,
91.5,-68.49,,
92.0,-68.34,,
92.5,-68.42,,
93.0,-68.63,,
93.5,-69.16,,
94.0,-69.73,,
94.5,-70.46,,
95.0,-71.22,,
95.5,-72.04,,
96.0,-73.00,,
96.5,-73.80,,
97.0,-74.45,,
97.5,-74.79,,
98.0,-74.95,,
98.5,-75.09,,
99.0,-75.29,,
99.5,-75.33,,
100.0,-75.38,,
