Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,5.79,,
0.5,4.66,,
1.0,3.74,,
1.5,3.00,,
2.0,2.24,,
2.5,1.33,,
3.0,0.33,,
3.5,-0.74,,
4.0,-1.78,,
4.5,-2.71,,
5.0,-3.89,,
5.5,-5.11,,
6.0,-6.71,,
6.5,-8.22,,
7.0,-9.58,,
7.5,-10.76,,
8.0,-12.02,,
8.5,-13.06,,
9.0,-14.08,,
9.5,-14.93,,
10.0,-15.64,,
10.5,-16.38,,
11.0,-17.01,,
11.5,-17.80,,
12.0,-18.52,,
12.5,-19.43,,
13.0,-20.73,,
13.5,-22.24,,
14.0,-24.10,,
14.5,-25.84,,
15.0,-27.84,,
15.5,-29.75,,
16.0,-31.55,,
16.5,-33.09,,
17.0,-34.46,,
17.5,-35.55,,
18.0,-36.32,,
18.5,-37.23,,
19.0,-37.52,,
19.5,-37.99,,
20.0,-38.17,,
20.5,-38.81,,
21.0,-39.46,,
21.5,-40.61,,
22.0,-41.68,,
22.5,-43.34,,
23.0,-45.02,,
23.5,-47.31,,
24.0,-49.40,,
24.5,-51.67,,
25.0,-53.62,,
25.5,-55.52,,
26.0,-56.82,,
26.5,-58.14,,
27.0,-58.57,,
27.5,-58.60,,
28.0,-58.13,,
28.5,-57.34,,
29.0,-56.62,,
29.5,-56.07,,
30.0,-55.65,,
30.5,-55.51,,
31.0,-55.89,,
31.5,-56.43,,
32.0,-57.47,,
32.5,-58.60,,
33.0,-59.88,,
33.5,-60.98,,
34.0,-62.25,,
34.5,-63.35,,
35.0,-64.36,,
35.5,-65.17,,
36.0,-65.63,,
36.5,-65.96,,
37.0,-66.02,,
37.5,-66.02,,
38.0,-65.99,,
38.5,-66.21,,
39.0,-66.45,,
39.5,-67.06,,
40.0,-67.72,,
40.5,-68.54,,
41.0,-69.66,,
41.5,-70.95,,
42.0,-72.59,,
42.5,-74.03,,
43.0,-75.36,,
43.5,-76.44,,
44.0,-77.39,,
44.5,-78.22,,
45.0,-78.91,,
45.5,-79.21,,
46.0,-79.65,,
46.5,-79.94,,
47.0,-80.22,,
47.5,-80.75,,
48.0,-81.37,,
48.5,-82.35,,
49.0,-83.27,,
49.5,-84.46,,
50.0,-85.70,,
50.5,-87.06,,
51.0,-88.57,,
51.5,-89.95,,
52.0,-91.09,,
52.5,-92.00,,
53.0,-92.74,,
53.5,-93.23,,
54.0,-93.65,,
54.5,-93.91,,
55.0,-94.07,,
55.5,-94.43,,
56.0,-94.87,,
56.5,-95.58,,
57.0,-96.58,,
57.5,-97.74,,
58.0,-99.00,,
58.5,-100.39,,
59.0,-101.67,,
59.5,-103.07,,
60.0,-104.34,,
60.5,-105.44,,
61.0,-106.30,,
61.5,-106.95,,
62.0,-107.37,,
62.5,-107.71,,
63.0,-107.99,,
63.5,-108.22,,
64.0,-108.49,,
64.5,-109.04,,
65.0,-109.60,,
65.5,-110.39,,
66.0,-111.53,,
66.5,-112.94,,
67.0,-114.40,,
67.5,-115.96,,
68.0,-117.46,,
68.5,-119.00,,
69.0,-120.54,,
69.5,-121.70,,
70.0,-122.48,,
70.5,-122.92,,
71.0,-122.97,,
71.5,-123.15,,
72.0,-123.49,,
72.5,-123.71,,
73.0,-124.02,,
73.5,-124.72,,
74.0,-125.58,,
74.5,-126.90,,
75.0,-128.38,,
75.5,-129.84,,
76.0,-131.36,,
76.5,-132.81,,
77.0,-134.38,,
77.5,-135.72,,
78.0,-136.85,,
78.5,-137.69,,
79.0,-138.31,,
79.5,-138.87,,
80.0,-139.35,,
80.5,-139.66,,
81.0,-140.13,,
81.5,-140.83,,
82.0,-141.78,,
82.5,-142.88,,
83.0,-144.08,,
83.5,-145.33,,
84.0,-146.43,,
84.5,-147.46,,
85.0,-148.47,,
85.5,-149.48,,
86.0,-150.25,,
86.5,-150.82,,
87.0,-151.35,,
87.5,-151.89,,
88.0,-152.59,,
88.5,-153.32,,
89.0,-154.19,,
89.5,-155.26,,
90.0,-156.44,,
90.5,-157.77,,
91.0,-159.10,,
91.5,-160.41,,
92.0,-161.71,,
92.5,-163.00,,
93.0,-164.01,,
93.5,-164.80,,
94.0,-165.51,,
94.5,-166.21,,
95.0,-166.85,,
95.5,-167.51,,
96.0,-168.04,,
96.5,-168.38,,
97.0,-169.03,,
97.5,-169.98,,
98.0,-171.02,,
98.5,-172.13,,
99.0,-173.19,,
99.5,-174.42,,
100.0,-175.75,,
100.5,-177.29,,
101.0,-178.57,,
101.5,-179.89,,
102.0,-180.87,,
102.5,-181.86,,
103.0,-182.61,,
103.5,-183.17,,
104.0,-183.78,,
104.5,-184.18,,
105.0,-184.63,,
105.5,-185.15,,
106.0,-185.68,,
106.5,-186.36,,
107.0,-187.24,,
107.5,-188.43,,
108.0,-189.98,,
108.5,-191.51,,
109.0,-192.93,,
109.5,-194.36,,
110.0,-195.87,,
110.5,-197.32,,
111.0,-198.46,,
111.5,-199.34,,
112.0,-199.85,,
112.5,-200.38,,
113.0,-200.90,,
113.5,-201.45,,
114.0,-201.81,,
114.5,-202.12,,
115.0,-202.48,,
115.5,-203.29,,
116.0,-204.36,,
116.5,-205.59,,
117.0,-206.90,,
117.5,-208.26,,
118.0,-209.71,,
118.5,-211.21,,
119.0,-212.80,,
119.5,-214.24,,
120.0,-215.49,,
120.5,-216.46,,
121.0,-217.30,,
121.5,-217.93,,
122.0,-218.30,,
122.5,-218.78,,
123.0,-219.28,,
123.5,-219.66,,
124.0,-219.96,,
124.5,-220.37,,
125.0,-220.90,,
125.5,-221.81,,
126.1,-223.04,,
126.6,-224.08,,
127.1,-225.13,,
127.6,-226.01,,
128.1,-227.46,,
128.6,-229.19,,
129.1,-230.87,,
129.6,-232.04,,
130.1,-232.93,,
130.6,-233.72,,
131.1,-234.64,,
131.6,-235.50,,
132.1,-236.25,,
132.6,-236.71,,
133.1,-237.17,,
133.6,-237.76,,
134.1,-238.57,,
134.6,-239.25,,
135.1,-240.09,,
135.6,-241.03,,
136.1,-242.06,,
136.6,-243.15,,
137.1,-244.10,,
137.6,-245.18,,
138.1,-246.51,,
138.6,-247.89,,
139.1,-249.01,,
139.6,-249.83,,
140.1,-250.61,,
140.6,-251.57,,
141.1,-252.47,,
141.6,-253.28,,
142.1,-253.80,,
142.6,-254.22,,
143.1,-254.82,,
143.6,-255.74,,
144.1,-256.86,,
144.6,-258.01,,
145.1,-259.08,,
145.6,-260.04,,
146.1,-261.14,,
146.6,-262.41,,
147.1,-263.60,,
147.6,-264.74,,
148.1,-265.51,,
148.6,-266.11,,
149.1,-266.49,,
149.6,-267.09,,
150.1,-267.75,,
150.6,-268.32,,
151.1,-268.79,,
151.6,-269.26,,
152.1,-269.89,,
152.6,-270.81,,
153.1,-272.01,,
153.6,-273.36,,
154.1,-274.69,,
154.6,-276.00,,
155.1,-277.13,,
155.6,-278.34,,
156.1,-279.59,,
156.6,-280.96,,
157.1,-282.03,,
157.6,-282.77,,
158.1,-283.27,,
158.6,-283.80,,
159.1,-284.39,,
159.6,-284.97,,
160.1,-285.41,,
160.6,-285.66,,
161.1,-285.88,,
161.6,-286.33,,
162.1,-287.23,,
162.6,-288.31,,
163.1,-289.40,,
163.6,-290.52,,
164.1,-291.65,,
