Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,2.09,,
0.5,1.61,,
1.0,1.26,,
1.5,1.00,,
2.0,1.00,,
2.5,1.13,,
3.0,1.14,,
3.5,0.92,,
4.0,0.66,,
4.5,0.24,,
5.0,-0.43,,
5.5,-1.26,,
6.0,-2.04,,
6.5,-3.00,,
7.0,-3.90,,
7.5,-4.79,,
8.0,-5.61,,
8.5,-6.25,,
9.0,-6.56,,
9.5,-6.68,,
10.0,-6.77,,
10.5,-6.85,,
11.0,-6.73,,
11.5,-6.78,,
12.0,-6.65,,
12.5,-6.71,,
13.0,-7.03,,
13.5,-7.66,,
14.0,-8.49,,
14.5,-9.46,,
15.0,-10.17,,
15.5,-11.13,,
16.0,-11.98,,
16.5,-12.80,,
17.0,-13.37,,
17.5,-13.67,,
18.0,-13.72,,
18.5,-13.71,,
19.0,-13.42,,
19.5,-13.34,,
20.0,-13.30,,
20.5,-13.46,,
21.0,-13.71,,
21.5,-14.00,,
22.0,-14.46,,
22.5,-15.25,,
23.0,-16.25,,
23.5,-17.37,,
24.0,-18.40,,
24.5,-19.12,,
25.0,-19.90,,
25.5,-20.46,,
26.0,-20.97,,
26.5,-21.05,,
27.0,-21.07,,
27.5,-20.97,,
28.0,-20.91,,
28.5,-20.69,,
29.0,-20.57,,
29.5,-20.35,,
30.0,-19.91,,
30.5,-19.64,,
31.0,-19.31,,
31.5,-19.33,,
32.0,-19.62,,
32.5,-19.77,,
33.0,-19.84,,
33.5,-19.94,,
34.0,-19.88,,
34.5,-19.73,,
35.0,-19.37,,
35.5,-18.92,,
36.0,-18.19,,
36.5,-17.63,,
37.0,-17.02,,
37.5,-16.43,,
38.0,-15.89,,
38.5,-15.24,,
39.0,-14.93,,
39.5,-14.83,,
40.0,-14.93,,
40.5,-14.96,,
41.0,-15.39,,
41.5,-15.66,,
42.0,-16.17,,
42.5,-16.23,,
43.0,-15.62,,
43.5,-15.30,,
44.0,-14.99,,
44.5,-13.90,,
45.0,-12.65,,
45.5,-10.96,,
46.0,-9.69,,
46.5,-7.93,,
47.0,-6.84,,
47.5,-6.63,,
48.0,-5.31,,
48.5,-3.92,,
49.0,-2.25,,
49.5,-1.26,,
50.0,-1.50,,
50.5,-2.75,,
51.0,-4.26,,
51.5,-5.01,,
52.0,-4.14,,
52.5,-2.81,,
53.0,-2.14,,
53.5,-1.34,,
54.0,0.11,,
54.5,2.59,,
55.0,4.65,,
55.5,5.98,,
56.0,6.47,,
56.5,5.49,,
57.0,4.07,,
57.5,3.03,,
58.0,3.54,,
58.5,4.20,,
59.0,3.75,,
59.5,1.83,,
60.0,-0.46,,
60.5,-2.16,,
61.0,-4.23,,
61.5,-5.91,,
62.0,-7.96,,
62.5,-9.35,,
63.0,-10.83,,
63.5,-11.72,,
64.0,-12.57,,
64.5,-13.44,,
65.0,-14.43,,
65.5,-15.42,,
66.0,-16.33,,
66.5,-17.32,,
67.0,-18.19,,
67.5,-19.11,,
68.0,-19.72,,
68.5,-20.21,,
69.0,-20.61,,
69.5,-20.83,,
70.0,-20.86,,
70.5,-20.69,,
71.0,-20.34,,
71.5,-20.00,,
72.0,-19.88,,
72.5,-19.88,,
73.0,-20.03,,
73.5,-20.08,,
74.0,-20.33,,
74.5,-20.68,,
75.0,-21.14,,
75.5,-21.54,,
76.0,-22.06,,
76.5,-22.24,,
77.0,-22.41,,
77.5,-22.66,,
78.0,-22.92,,
78.5,-22.91,,
79.0,-22.66,,
79.5,-22.48,,
80.0,-22.18,,
80.5,-22.00,,
81.0,-21.82,,
81.5,-21.65,,
82.0,-21.67,,
82.5,-21.80,,
83.0,-22.15,,
83.5,-22.42,,
84.0,-22.71,,
84.5,-23.09,,
85.0,-23.48,,
85.5,-23.94,,
86.0,-24.23,,
86.5,-24.23,,
87.0,-24.34,,
87.5,-24.41,,
88.0,-24.54,,
88.5,-24.52,,
89.0,-24.33,,
89.5,-23.98,,
90.0,-23.82,,
90.5,-23.79,,
91.0,-24.00,,
91.5,-24.07,,
92.0,-24.49,,
92.5,-24.54,,
93.0,-25.18,,
93.5,-25.48,,
94.0,-26.02,,
94.5,-26.29,,
95.0,-26.66,,
95.5,-26.98,,
