Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,-0.89,,
0.5,-0.85,,
1.0,-1.00,,
1.5,-0.60,,
2.0,-0.31,,
2.5,-0.17,,
3.0,-0.40,,
3.5,-0.28,,
4.0,-0.68,,
4.5,-0.81,,
5.0,-0.95,,
5.5,-1.10,,
6.0,-1.06,,
6.5,-1.00,,
7.0,-0.86,,
7.5,-0.33,,
8.0,0.56,,
8.5,1.49,,
9.0,2.18,,
9.5,3.33,,
10.0,4.38,,
10.5,4.58,,
11.0,5.11,,
11.5,5.43,,
12.0,5.61,,
12.5,5.53,,
13.0,5.30,,
13.5,5.03,,
14.0,4.56,,
14.5,4.38,,
15.0,4.37,,
15.5,4.18,,
16.0,4.71,,
16.5,5.51,,
17.0,6.83,,
17.5,7.98,,
18.0,9.22,,
18.5,9.54,,
19.0,9.42,,
19.5,9.17,,
20.0,8.87,,
20.5,8.83,,
21.0,8.39,,
21.5,8.04,,
22.0,7.50,,
22.5,6.80,,
23.0,6.61,,
23.5,6.78,,
24.0,6.52,,
24.5,6.05,,
25.0,6.29,,
25.5,6.02,,
26.0,5.74,,
26.5,5.59,,
27.0,6.48,,
27.5,6.63,,
28.0,6.63,,
28.5,6.82,,
29.0,7.90,,
29.5,9.12,,
30.0,9.69,,
30.5,9.70,,
31.0,9.95,,
31.5,9.67,,
32.0,9.68,,
32.5,9.56,,
33.0,9.75,,
33.5,10.08,,
34.0,11.01,,
34.5,12.54,,
35.0,13.39,,
35.5,14.81,,
36.0,15.70,,
36.5,17.77,,
37.0,19.79,,
37.5,21.19,,
38.0,21.89,,
38.5,21.80,,
39.0,22.02,,
39.5,23.01,,
40.0,23.35,,
40.5,23.60,,
41.0,23.69,,
41.5,24.49,,
42.0,25.07,,
42.5,25.77,,
43.0,26.03,,
43.5,26.93,,
44.0,26.95,,
44.5,27.48,,
45.0,27.26,,
45.5,26.92,,
46.0,26.64,,
46.5,26.49,,
47.0,26.07,,
47.5,25.44,,
48.0,24.66,,
48.5,24.39,,
49.0,24.67,,
49.5,25.06,,
50.0,25.65,,
50.5,26.67,,
51.0,27.39,,
51.5,27.73,,
52.0,28.55,,
52.5,29.12,,
53.0,30.15,,
53.5,30.63,,
54.0,31.14,,
54.5,31.36,,
55.0,31.59,,
55.5,31.36,,
56.0,31.17,,
56.5,30.93,,
57.0,30.94,,
57.5,31.44,,
58.0,32.44,,
58.5,32.83,,
59.0,33.23,,
59.5,33.41,,
60.0,34.01,,
60.5,34.70,,
61.0,36.28,,
61.5,38.66,,
62.0,40.69,,
62.5,41.93,,
63.0,44.53,,
63.5,47.77,,
64.0,52.18,,
64.5,58.96,,
65.0,66.69,,
65.5,73.68,,
66.0,77.53,,
66.5,78.71,,
67.0,79.54,,
67.5,79.40,,
68.0,76.08,,
68.5,72.19,,
69.0,67.56,,
69.5,63.39,,
70.0,59.32,,
70.5,56.05,,
71.0,53.27,,
71.5,50.85,,
72.0,49.33,,
72.5,48.59,,
73.0,48.05,,
73.5,47.21,,
74.0,47.69,,
74.5,49.21,,
75.0,49.39,,
75.5,49.28,,
76.0,49.57,,
76.5,50.40,,
77.0,50.39,,
77.5,52.34,,
78.0,53.87,,
78.5,53.89,,
79.0,54.10,,
79.5,54.47,,
80.0,56.78,,
80.5,57.73,,
81.0,58.06,,
81.5,57.42,,
82.0,56.83,,
82.5,56.05,,
83.0,55.49,,
83.5,56.42,,
84.0,56.92,,
84.5,58.24,,
85.0,59.35,,
85.5,59.04,,
86.0,59.13,,
86.5,58.37,,
87.0,59.44,,
87.5,60.07,,
88.0,59.97,,
88.5,59.85,,
89.0,59.82,,
89.5,59.56,,
90.0,59.12,,
90.5,58.96,,
91.0,60.84,,
91.5,62.79,,
92.0,64.10,,
92.5,63.63,,
93.0,62.69,,
93.5,61.84,,
94.0,61.18,,
94.5,61.11,,
95.0,60.75,,
95.5,60.61,,
96.0,60.51,,
96.5,60.44,,
97.0,60.83,,
97.5,61.18,,
98.0,61.30,,
98.5,60.93,,
99.0,60.69,,
99.5,61.06,,
100.0,61.65,,
100.5,61.51,,
101.0,61.88,,
101.5,61.42,,
102.0,61.10,,
102.5,60.42,,
103.0,60.31,,
103.5,60.24,,
104.0,60.75,,
104.5,61.43,,
105.0,62.33,,
105.5,62.84,,
106.0,63.56,,
