Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 9817.6 um Width: 0.0 um
M. Cursor,Pos: 991.8 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,2.94,,
0.5,2.16,,
1.0,1.58,,
1.5,1.05,,
2.0,0.32,,
2.5,-0.37,,
3.0,-1.09,,
3.5,-1.76,,
4.0,-2.46,,
4.5,-2.94,,
5.0,-3.35,,
5.5,-3.70,,
6.0,-3.91,,
6.5,-4.19,,
7.0,-4.42,,
7.5,-4.68,,
8.0,-5.12,,
8.5,-5.63,,
9.0,-6.31,,
9.5,-7.04,,
10.0,-7.83,,
10.5,-8.78,,
11.0,-9.74,,
11.5,-10.46,,
12.0,-11.18,,
12.5,-11.67,,
13.0,-12.26,,
13.5,-12.70,,
14.0,-13.19,,
14.5,-13.24,,
15.0,-13.40,,
15.5,-13.60,,
16.0,-13.91,,
16.5,-14.52,,
17.0,-15.24,,
17.5,-15.98,,
18.0,-16.75,,
18.5,-17.76,,
19.0,-18.65,,
19.5,-19.76,,
20.0,-20.65,,
20.5,-21.26,,
21.0,-21.86,,
21.5,-22.32,,
22.0,-22.58,,
22.5,-22.99,,
23.0,-23.18,,
23.5,-23.50,,
24.0,-23.70,,
24.5,-24.08,,
25.0,-24.71,,
25.5,-25.25,,
26.0,-26.06,,
26.5,-26.95,,
27.0,-27.92,,
27.5,-28.59,,
28.0,-29.32,,
28.5,-29.94,,
29.0,-30.72,,
29.5,-31.36,,
30.0,-32.05,,
30.5,-32.27,,
31.0,-32.32,,
31.5,-32.27,,
32.0,-32.35,,
32.5,-31.96,,
33.0,-31.70,,
33.5,-31.35,,
34.0,-31.33,,
34.5,-31.32,,
35.0,-31.40,,
35.5,-31.34,,
36.0,-31.48,,
36.5,-31.63,,
37.0,-31.95,,
37.5,-32.16,,
38.0,-32.12,,
38.5,-31.95,,
39.0,-31.72,,
39.5,-31.47,,
40.0,-31.15,,
40.5,-31.16,,
41.0,-31.09,,
41.5,-31.33,,
42.0,-31.54,,
42.5,-31.72,,
43.0,-32.05,,
43.5,-32.44,,
44.0,-33.10,,
44.5,-33.59,,
45.0,-34.04,,
45.5,-34.08,,
46.0,-34.53,,
46.5,-34.71,,
47.0,-35.19,,
47.5,-35.25,,
48.0,-35.26,,
48.5,-35.16,,
49.0,-35.36,,
49.5,-35.44,,
50.0,-35.72,,
50.5,-35.82,,
51.0,-36.17,,
51.5,-36.63,,
52.0,-37.29,,
52.5,-38.02,,
53.0,-38.55,,
53.5,-39.02,,
54.0,-39.07,,
54.5,-39.35,,
55.0,-39.27,,
55.5,-39.28,,
56.0,-39.15,,
56.5,-39.32,,
57.0,-39.37,,
57.5,-39.53,,
58.0,-39.73,,
58.5,-40.12,,
59.0,-40.50,,
59.5,-41.11,,
60.0,-41.53,,
60.5,-42.18,,
61.0,-42.64,,
61.5,-43.32,,
62.0,-43.79,,
62.5,-44.40,,
63.0,-44.41,,
63.5,-44.45,,
64.0,-44.24,,
64.5,-44.26,,
65.0,-44.24,,
65.5,-44.36,,
66.0,-44.20,,
66.5,-44.44,,
67.0,-44.78,,
67.5,-45.42,,
68.0,-46.08,,
68.5,-46.80,,
69.0,-47.41,,
69.5,-48.27,,
70.0,-49.03,,
70.5,-49.68,,
71.0,-50.04,,
71.5,-50.40,,
72.0,-50.47,,
72.5,-50.65,,
73.0,-50.60,,
73.5,-50.44,,
74.0,-50.49,,
74.5,-50.65,,
75.0,-50.69,,
75.5,-51.10,,
76.0,-51.41,,
76.5,-52.09,,
77.0,-52.84,,
77.5,-53.65,,
78.0,-54.17,,
78.5,-54.95,,
79.0,-55.27,,
79.5,-55.86,,
80.0,-55.93,,
80.5,-56.16,,
81.0,-56.19,,
81.5,-56.20,,
82.0,-56.11,,
82.5,-56.33,,
83.0,-56.53,,
83.5,-56.87,,
84.0,-57.09,,
84.5,-57.58,,
85.0,-58.10,,
85.5,-58.86,,
86.0,-59.42,,
86.5,-60.03,,
87.0,-60.25,,
87.5,-60.52,,
88.0,-60.70,,
88.5,-61.10,,
89.0,-61.31,,
89.5,-61.76,,
90.0,-61.96,,
90.5,-62.54,,
91.0,-62.92,,
91.5,-63.62,,
92.0,-64.44,,
92.5,-65.26,,
93.0,-66.12,,
93.5,-66.84,,
94.0,-67.53,,
94.5,-68.33,,
95.0,-69.04,,
95.5,-69.65,,
96.0,-70.08,,
96.5,-70.02,,
97.0,-70.15,,
97.5,-70.20,,
98.0,-70.55,,
98.5,-70.69,,
99.0,-70.87,,
99.5,-70.89,,
