Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,140 sec
Resolution,1.000 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 38467.2 um Width: 448.5 um
M. Cursor,Pos: 1047.3 um Width: 348.8 um

Scan Data
Lateral um,Raw Nanometer,
0.0,473.43,,
1.0,473.27,,
2.0,473.18,,
3.0,473.28,,
4.0,473.45,,
5.0,473.44,,
6.0,473.75,,
7.0,473.92,,
8.0,474.41,,
9.0,474.83,,
10.0,475.16,,
11.0,475.21,,
12.0,474.80,,
13.0,473.98,,
14.0,472.70,,
15.0,471.41,,
16.0,469.82,,
17.0,468.16,,
18.0,466.38,,
19.0,464.80,,
20.0,463.51,,
21.0,462.43,,
22.0,461.52,,
23.0,460.65,,
24.0,460.10,,
25.0,459.46,,
26.0,458.08,,
27.0,457.53,,
28.0,458.06,,
29.0,458.84,,
30.0,459.49,,
31.0,459.81,,
32.0,459.64,,
33.0,459.64,,
34.0,459.33,,
35.0,459.40,,
36.0,459.10,,
37.0,458.86,,
38.0,458.82,,
39.0,459.04,,
40.0,459.26,,
41.0,459.62,,
42.0,459.82,,
43.0,459.72,,
44.0,459.52,,
45.0,459.16,,
46.0,458.63,,
47.0,457.83,,
48.0,456.84,,
49.0,456.04,,
50.0,455.30,,
51.0,454.60,,
52.0,454.31,,
53.0,453.96,,
54.0,454.02,,
55.0,454.09,,
56.0,454.31,,
57.0,454.47,,
58.0,454.66,,
59.0,454.64,,
60.0,454.47,,
61.0,454.04,,
62.0,453.29,,
63.0,452.48,,
64.0,451.31,,
65.0,450.09,,
66.0,448.91,,
67.0,447.71,,
68.0,446.56,,
69.0,445.58,,
70.0,444.91,,
71.0,444.34,,
72.0,444.10,,
73.0,443.67,,
74.0,443.32,,
75.0,442.91,,
76.0,442.40,,
77.0,441.91,,
78.0,441.19,,
79.0,440.36,,
80.0,439.32,,
81.0,438.49,,
82.0,437.62,,
83.0,436.94,,
84.0,436.29,,
85.0,435.77,,
86.0,435.24,,
87.0,434.97,,
88.0,434.66,,
89.0,434.41,,
90.0,434.01,,
91.0,433.61,,
92.0,432.85,,
93.0,432.03,,
94.0,430.83,,
95.0,429.59,,
96.0,428.11,,
97.0,426.85,,
98.0,425.59,,
99.0,424.57,,
100.0,423.64,,
101.0,423.15,,
102.0,422.98,,
103.0,423.07,,
104.0,423.61,,
105.0,423.98,,
106.0,424.55,,
107.0,425.07,,
108.0,425.23,,
109.0,425.16,,
110.0,424.58,,
111.0,423.66,,
112.0,422.50,,
113.0,420.99,,
114.0,419.12,,
115.0,417.25,,
116.0,415.30,,
117.0,413.77,,
118.0,412.56,,
119.0,411.66,,
120.0,411.05,,
121.0,410.89,,
122.0,411.30,,
123.0,411.86,,
124.0,412.54,,
125.0,413.02,,
126.0,413.33,,
127.0,413.49,,
128.0,413.01,,
129.0,412.27,,
130.0,411.06,,
131.0,409.66,,
132.0,408.05,,
133.0,406.60,,
134.0,405.03,,
135.0,403.49,,
136.0,402.22,,
137.0,401.25,,
138.0,400.83,,
139.0,400.54,,
140.0,400.40,,
141.0,400.40,,
142.0,400.37,,
143.0,400.46,,
144.0,400.42,,
145.0,400.36,,
146.0,399.82,,
147.0,399.31,,
148.0,398.46,,
149.0,397.55,,
150.0,396.29,,
151.0,395.08,,
152.0,394.04,,
153.0,392.97,,
154.0,392.10,,
155.0,391.29,,
156.0,390.80,,
157.0,390.58,,
158.0,390.50,,
159.0,390.64,,
160.0,390.60,,
161.0,390.70,,
162.0,390.66,,
163.0,390.70,,
164.0,390.57,,
165.0,390.25,,
166.0,389.54,,
167.0,388.74,,
168.0,388.02,,
169.1,387.08,,
170.1,386.07,,
171.1,384.98,,
172.1,384.07,,
173.1,383.38,,
174.1,382.75,,
175.1,382.24,,
176.1,381.82,,
177.1,381.71,,
178.1,381.75,,
179.1,382.01,,
180.1,381.89,,
181.1,381.92,,
182.1,381.63,,
183.1,381.43,,
184.1,381.00,,
185.1,380.54,,
186.1,379.88,,
187.1,379.14,,
188.1,378.20,,
189.1,377.37,,
190.1,376.72,,
191.1,376.01,,
192.1,375.19,,
193.1,374.62,,
194.1,374.01,,
195.1,373.67,,
196.1,373.55,,
197.1,373.44,,
198.1,373.23,,
199.1,372.96,,
200.1,372.63,,
201.1,372.45,,
202.1,372.16,,
203.1,371.80,,
204.1,371.40,,
205.1,370.80,,
206.1,370.20,,
207.1,369.61,,
208.1,368.86,,
209.1,368.23,,
210.1,367.68,,
211.1,367.19,,
212.1,366.73,,
213.1,366.20,,
214.1,365.83,,
215.1,365.71,,
216.1,365.53,,
217.1,365.13,,
218.1,364.87,,
219.1,364.42,,
220.1,364.04,,
221.1,363.52,,
222.1,362.84,,
223.1,361.93,,
224.1,361.01,,
225.1,360.21,,
226.1,359.42,,
227.1,358.84,,
228.1,358.30,,
229.1,357.97,,
230.1,357.91,,
231.1,357.99,,
232.1,358.10,,
233.1,358.37,,
234.1,358.42,,
235.1,358.30,,
236.1,358.00,,
237.1,357.49,,
238.1,356.80,,
239.1,356.12,,
240.1,355.10,,
241.1,353.87,,
242.1,352.30,,
243.1,350.82,,
244.1,349.65,,
245.1,348.87,,
246.1,348.06,,
247.1,347.62,,
248.1,347.21,,
249.1,347.17,,
250.1,347.38,,
251.1,347.79,,
252.1,348.06,,
253.1,348.29,,
254.1,348.37,,
255.1,348.16,,
256.1,347.87,,
257.1,347.26,,
258.1,346.13,,
259.1,344.79,,
260.1,343.39,,
261.1,341.95,,
262.1,340.46,,
263.1,339.13,,
264.1,338.21,,
265.1,337.36,,
266.1,336.95,,
267.1,336.68,,
268.1,336.84,,
269.1,337.01,,
270.1,337.58,,
271.1,338.04,,
272.1,338.37,,
273.1,338.32,,
274.1,338.12,,
275.1,337.74,,
276.1,336.82,,
277.1,335.83,,
278.1,334.57,,
279.1,333.40,,
280.1,332.17,,
281.1,331.22,,
282.1,330.47,,
283.1,329.76,,
284.1,329.27,,
285.1,328.91,,
286.1,328.87,,
287.1,328.99,,
288.1,329.16,,
289.1,329.30,,
290.1,329.14,,
291.1,329.05,,
292.1,328.63,,
293.1,328.21,,
294.1,327.61,,
295.1,326.84,,
296.1,326.10,,
297.1,325.30,,
298.1,324.42,,
299.1,323.79,,
300.1,323.50,,
301.1,323.19,,
302.1,323.05,,
303.1,322.81,,
304.1,322.67,,
305.1,322.67,,
306.1,322.70,,
307.1,322.64,,
308.1,322.58,,
309.1,322.25,,
310.1,321.84,,
311.1,321.31,,
312.1,320.81,,
313.1,319.98,,
314.1,319.18,,
315.1,318.33,,
316.1,317.85,,
317.1,317.57,,
318.1,317.57,,
319.1,317.51,,
320.1,317.49,,
321.1,317.45,,
322.1,317.39,,
323.1,317.37,,
324.1,317.09,,
325.1,316.65,,
326.1,315.95,,
327.1,315.41,,
328.1,314.96,,
329.1,314.56,,
330.1,314.19,,
331.1,313.74,,
332.1,313.52,,
333.1,313.32,,
334.1,313.12,,
335.1,312.73,,
336.1,312.50,,
337.1,312.25,,
338.1,312.08,,
339.1,311.93,,
340.1,311.41,,
341.1,310.89,,
342.1,310.28,,
343.1,309.73,,
