Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 9817.6 um Width: 0.0 um
M. Cursor,Pos: 991.8 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,2.07,,
0.5,1.44,,
1.0,0.98,,
1.5,0.36,,
2.0,-0.20,,
2.5,-0.96,,
3.0,-1.59,,
3.5,-2.29,,
4.0,-2.53,,
4.5,-2.77,,
5.0,-2.82,,
5.5,-2.94,,
6.0,-3.08,,
6.5,-3.42,,
7.0,-3.73,,
7.5,-4.11,,
8.0,-4.31,,
8.5,-4.49,,
9.0,-4.92,,
9.5,-5.45,,
10.0,-5.99,,
10.5,-6.24,,
11.0,-6.66,,
11.5,-7.16,,
12.0,-7.91,,
12.5,-8.49,,
13.0,-9.20,,
13.5,-9.49,,
14.0,-9.79,,
14.5,-9.90,,
15.0,-10.08,,
15.5,-10.37,,
16.0,-10.53,,
16.5,-9.97,,
17.0,-9.25,,
17.5,-9.21,,
18.0,-9.72,,
18.5,-10.66,,
19.0,-11.49,,
19.5,-12.39,,
20.0,-13.17,,
20.5,-14.19,,
21.0,-14.99,,
21.5,-15.80,,
22.0,-16.29,,
22.5,-17.10,,
23.0,-17.59,,
23.5,-18.04,,
24.0,-18.45,,
24.5,-18.79,,
25.0,-19.17,,
25.5,-19.72,,
26.0,-20.15,,
26.5,-20.47,,
27.0,-20.90,,
27.5,-21.44,,
28.0,-22.18,,
28.5,-22.71,,
29.0,-23.44,,
29.5,-23.88,,
30.0,-24.30,,
30.5,-24.50,,
31.0,-24.48,,
31.5,-24.09,,
32.0,-23.60,,
32.5,-23.01,,
33.0,-22.32,,
33.5,-21.89,,
34.0,-21.64,,
34.5,-21.40,,
35.0,-21.37,,
35.5,-21.28,,
36.0,-21.25,,
36.5,-21.16,,
37.0,-21.14,,
37.5,-21.15,,
38.0,-21.19,,
38.5,-20.96,,
39.0,-20.70,,
39.5,-20.71,,
40.0,-20.78,,
40.5,-20.86,,
41.0,-20.78,,
41.5,-20.61,,
42.0,-20.67,,
42.5,-20.94,,
43.0,-21.13,,
43.5,-21.35,,
44.0,-21.57,,
44.5,-21.68,,
45.0,-21.91,,
45.5,-22.09,,
46.0,-21.97,,
46.5,-21.96,,
47.0,-21.93,,
47.5,-21.34,,
48.0,-21.04,,
48.5,-20.92,,
49.0,-21.07,,
49.5,-21.27,,
50.0,-21.67,,
50.5,-22.05,,
51.0,-22.48,,
51.5,-23.09,,
52.0,-23.48,,
52.5,-24.17,,
53.0,-24.62,,
53.5,-25.17,,
54.0,-25.48,,
54.5,-25.89,,
55.0,-25.98,,
55.5,-26.24,,
56.0,-26.22,,
56.5,-26.23,,
57.0,-25.89,,
57.5,-25.85,,
58.0,-25.78,,
58.5,-25.79,,
59.0,-25.58,,
59.5,-25.45,,
60.0,-25.18,,
60.5,-25.40,,
61.0,-25.69,,
61.5,-26.25,,
62.0,-26.66,,
62.5,-26.69,,
63.0,-26.96,,
63.5,-26.98,,
64.0,-27.05,,
64.5,-26.95,,
65.0,-27.14,,
65.5,-27.01,,
66.0,-27.08,,
66.5,-26.99,,
67.0,-27.26,,
67.5,-27.35,,
68.0,-27.61,,
68.5,-27.84,,
69.0,-27.87,,
69.5,-27.88,,
70.0,-28.05,,
70.5,-28.38,,
71.0,-28.87,,
71.5,-29.23,,
72.0,-29.67,,
72.5,-29.95,,
73.0,-30.12,,
73.5,-30.48,,
74.0,-30.93,,
74.5,-31.29,,
75.0,-31.68,,
75.5,-32.05,,
76.0,-32.29,,
76.5,-32.90,,
77.0,-33.21,,
77.5,-33.52,,
78.0,-33.81,,
78.5,-34.06,,
79.0,-34.36,,
79.5,-34.77,,
80.0,-35.01,,
80.5,-34.98,,
81.0,-34.89,,
81.5,-34.59,,
82.0,-34.39,,
82.5,-34.07,,
83.0,-34.07,,
83.5,-34.24,,
84.0,-34.66,,
84.5,-34.84,,
85.0,-35.14,,
85.5,-35.48,,
86.0,-35.91,,
86.5,-36.45,,
87.0,-36.91,,
87.5,-37.39,,
88.0,-37.94,,
88.5,-38.39,,
89.0,-38.76,,
89.5,-39.06,,
90.0,-38.94,,
90.5,-38.70,,
91.0,-38.32,,
91.5,-38.07,,
92.0,-38.00,,
92.5,-38.02,,
93.0,-37.83,,
93.5,-37.90,,
94.0,-38.01,,
94.5,-38.31,,
95.0,-38.52,,
95.5,-38.74,,
96.0,-38.97,,
96.5,-39.09,,
97.0,-39.31,,
97.5,-39.59,,
98.0,-40.04,,
98.5,-40.65,,
99.0,-41.48,,
99.5,-42.09,,
100.0,-42.73,,
100.5,-43.07,,
101.0,-43.49,,
101.5,-43.92,,
102.0,-44.41,,
102.5,-44.73,,
103.0,-45.02,,
103.5,-45.27,,
104.0,-45.58,,
104.5,-45.80,,
105.0,-45.87,,
105.5,-45.85,,
106.0,-45.79,,
106.5,-45.72,,
107.0,-45.72,,
107.5,-45.68,,
108.0,-45.80,,
108.5,-45.82,,
109.0,-46.04,,
109.5,-46.46,,
110.0,-46.94,,
110.5,-47.34,,
111.0,-47.75,,
111.5,-48.05,,
112.0,-48.45,,
112.5,-48.51,,
113.0,-48.75,,
113.5,-48.80,,
114.0,-49.01,,
114.5,-49.11,,
115.0,-49.23,,
115.5,-49.28,,
116.0,-49.54,,
116.5,-49.98,,
117.0,-50.86,,
117.5,-51.45,,
118.0,-51.94,,
118.5,-52.43,,
119.0,-52.88,,
119.5,-53.54,,
120.0,-54.19,,
120.5,-54.69,,
121.0,-54.90,,
121.5,-55.29,,
122.0,-55.39,,
122.5,-55.87,,
123.0,-56.16,,
123.5,-56.42,,
124.0,-56.73,,
124.5,-57.22,,
125.0,-57.51,,
125.5,-57.94,,
126.0,-58.23,,
126.5,-58.43,,
127.0,-58.83,,
127.5,-58.86,,
128.0,-59.06,,
128.5,-59.32,,
129.0,-59.25,,
129.5,-59.00,,
130.0,-59.12,,
130.5,-58.89,,
131.0,-59.12,,
131.5,-59.31,,
132.0,-59.83,,
132.5,-60.38,,
133.0,-61.19,,
133.5,-61.63,,
134.0,-62.20,,
134.5,-62.80,,
135.0,-63.55,,
135.5,-64.41,,
136.0,-65.18,,
136.5,-65.68,,
137.0,-66.07,,
137.5,-66.39,,
138.0,-66.55,,
138.5,-66.26,,
139.0,-66.10,,
139.5,-65.76,,
140.0,-65.62,,
140.5,-65.50,,
141.0,-65.58,,
141.5,-65.85,,
142.0,-66.29,,
142.5,-66.79,,
143.0,-67.29,,
143.5,-67.49,,
144.0,-67.86,,
144.5,-68.30,,
145.0,-68.93,,
145.5,-69.34,,
146.0,-69.79,,
146.5,-69.86,,
147.0,-70.09,,
147.5,-70.12,,
148.0,-70.21,,
148.5,-69.89,,
149.0,-69.91,,
149.5,-70.01,,
150.0,-70.42,,
150.5,-70.88,,
151.0,-71.42,,
151.5,-71.78,,
152.0,-72.38,,
152.5,-72.71,,
153.0,-73.23,,
153.5,-73.63,,
154.0,-73.86,,
154.5,-73.88,,
155.0,-73.88,,
155.5,-73.78,,
156.0,-73.72,,
156.5,-73.87,,
157.0,-73.67,,
157.5,-73.92,,
158.0,-73.96,,
158.5,-74.23,,
159.0,-74.42,,
159.5,-74.84,,
160.0,-75.07,,
160.5,-75.63,,
161.0,-75.97,,
161.5,-76.44,,
162.0,-76.94,,
162.5,-77.25,,
163.0,-77.78,,
163.5,-77.96,,
164.0,-78.19,,
164.5,-78.18,,
165.0,-78.12,,
165.5,-77.86,,
166.0,-77.69,,
166.5,-77.32,,
167.0,-77.13,,
167.5,-76.87,,
168.0,-77.22,,
168.5,-77.51,,
169.0,-78.11,,
169.5,-78.48,,
170.0,-78.95,,
170.5,-79.37,,
171.0,-79.90,,
171.5,-80.46,,
172.0,-80.72,,
172.5,-80.98,,
173.0,-81.05,,
173.5,-81.18,,
174.0,-81.16,,
174.5,-81.34,,
175.0,-81.24,,
175.5,-81.54,,
176.0,-81.58,,
176.5,-81.67,,
177.0,-82.04,,
177.5,-82.53,,
178.0,-83.23,,
178.5,-84.00,,
179.0,-84.56,,
179.5,-84.89,,
180.0,-85.16,,
180.5,-85.28,,
181.0,-85.32,,
181.5,-85.14,,
182.0,-85.11,,
182.5,-84.90,,
183.0,-85.15,,
183.5,-85.18,,
184.0,-85.26,,
184.5,-85.64,,
185.0,-86.06,,
185.5,-86.55,,
186.0,-87.33,,
186.5,-87.93,,
187.0,-88.57,,
187.5,-89.09,,
188.0,-89.43,,
188.5,-89.74,,
189.0,-89.91,,
189.5,-89.73,,
190.0,-89.56,,
190.5,-89.40,,
191.0,-89.26,,
191.5,-89.41,,
192.0,-89.61,,
192.5,-89.92,,
193.0,-90.17,,
193.5,-90.73,,
194.0,-91.15,,
194.5,-91.73,,
195.0,-92.00,,
195.5,-92.34,,
196.0,-92.44,,
196.5,-92.76,,
197.0,-92.81,,
197.5,-92.81,,
198.0,-92.69,,
198.5,-92.42,,
199.0,-92.36,,
199.5,-92.16,,
200.0,-92.15,,
200.5,-92.16,,
201.0,-92.36,,
201.5,-92.56,,
202.0,-93.01,,
202.5,-93.29,,
203.0,-93.82,,
203.5,-94.27,,
204.0,-94.82,,
204.5,-95.12,,
205.0,-95.53,,
205.5,-95.88,,
206.0,-96.26,,
206.5,-96.45,,
207.0,-96.53,,
207.5,-96.72,,
208.0,-96.78,,
208.5,-97.29,,
209.0,-97.49,,
209.5,-97.76,,
210.0,-97.52,,
210.5,-97.73,,
211.0,-98.00,,
211.5,-98.54,,
212.0,-98.92,,
212.5,-99.28,,
213.0,-99.60,,
213.5,-99.97,,
214.0,-100.42,,
214.5,-100.62,,
215.0,-100.68,,
215.5,-100.55,,
216.0,-100.79,,
216.5,-100.85,,
217.0,-101.26,,
217.5,-101.28,,
218.0,-101.46,,
218.5,-101.35,,
219.0,-101.45,,
219.5,-101.47,,
220.0,-101.82,,
220.5,-102.12,,
221.0,-102.48,,
221.5,-102.84,,
222.0,-103.26,,
222.5,-103.42,,
223.0,-103.78,,
223.5,-103.87,,
224.0,-103.99,,
