Scan Parameters
Scan Type,Standard Scan
ID,0
Stylus,Radius: 12.5 µm
Length,42000.0 um
Duration,280 sec
Resolution,0.500 um/sample
Force,1.00 mg
Measurement Range,65.5 um
Profile,Hills&Valleys
Display Range,Auto
R. Cursor,Pos: 100.0 um Width: 0.0 um
M. Cursor,Pos: 1900.0 um Width: 0.0 um

Scan Data
Lateral um,Raw Nanometer,
0.0,1.79,,
0.5,1.12,,
1.0,0.53,,
1.5,0.13,,
2.0,-0.51,,
2.5,-0.87,,
3.0,-1.14,,
3.5,-0.99,,
4.0,-0.63,,
4.5,-0.08,,
5.0,0.16,,
5.5,0.23,,
6.0,0.10,,
6.5,-0.20,,
7.0,-0.76,,
7.5,-1.51,,
8.0,-2.56,,
8.5,-3.89,,
9.0,-5.09,,
9.5,-6.32,,
10.0,-7.20,,
10.5,-7.92,,
11.0,-8.24,,
11.5,-8.67,,
12.0,-8.79,,
12.5,-8.98,,
13.0,-8.59,,
13.5,-8.35,,
14.0,-7.94,,
14.5,-8.01,,
15.0,-8.15,,
15.5,-8.59,,
16.0,-9.06,,
16.5,-9.79,,
17.0,-10.69,,
17.5,-11.79,,
18.0,-13.02,,
18.5,-14.05,,
19.0,-14.89,,
19.5,-15.22,,
20.0,-15.43,,
20.5,-15.38,,
21.0,-15.29,,
21.5,-15.17,,
22.0,-15.15,,
22.5,-15.08,,
23.0,-15.27,,
23.5,-15.75,,
24.0,-16.81,,
24.5,-18.09,,
25.0,-19.23,,
25.5,-19.94,,
26.0,-20.73,,
26.5,-21.33,,
27.0,-21.68,,
27.5,-21.89,,
28.0,-21.73,,
28.5,-21.48,,
29.0,-20.75,,
29.5,-19.99,,
30.0,-19.01,,
30.5,-18.33,,
31.0,-17.69,,
31.5,-17.20,,
32.0,-16.65,,
32.5,-16.28,,
33.0,-16.13,,
33.5,-16.28,,
34.0,-16.23,,
34.5,-16.16,,
35.0,-16.00,,
35.5,-15.89,,
36.0,-15.91,,
36.5,-15.98,,
37.0,-15.74,,
37.5,-15.42,,
38.0,-14.91,,
38.5,-14.52,,
39.0,-14.12,,
39.5,-13.66,,
40.0,-13.38,,
40.5,-13.30,,
41.0,-13.16,,
41.5,-13.27,,
42.0,-13.41,,
42.5,-13.64,,
43.0,-14.01,,
43.5,-14.50,,
44.0,-14.66,,
44.5,-14.74,,
45.0,-14.58,,
45.5,-14.57,,
46.0,-14.82,,
46.5,-14.93,,
47.0,-14.95,,
47.5,-14.65,,
48.0,-14.57,,
48.5,-14.60,,
49.0,-14.96,,
49.5,-15.21,,
50.0,-15.28,,
