slice	left	right	width	intensity
2	31.7391304347826	66.9565217391304	35.2173913043478	13035
9	33.0434782608696	67.3913043478261	34.3478260869565	12901
11	31.7391304347826	66.9565217391304	35.2173913043478	13422
14	32.6086956521739	67.8260869565217	35.2173913043478	12556
18	32.6086956521739	67.8260869565217	35.2173913043478	13176
20	32.1739130434783	66.9565217391304	34.7826086956522	13106
25	32.1739130434783	66.9565217391304	34.7826086956522	13034
34	31.7391304347826	66.5217391304348	34.7826086956522	13060
49	31.7391304347826	67.3913043478261	35.6521739130435	13728
54	28.2608695652174	62.6086956521739	34.3478260869565	12962
57	34.3478260869565	66.9565217391304	32.6086956521739	12049
61	33.9130434782609	68.695652173913	34.7826086956522	12732
63	31.304347826087	66.0869565217391	34.7826086956522	12488
66	33.0434782608696	66.9565217391304	33.9130434782609	12616
68	31.7391304347826	66.5217391304348	34.7826086956522	13139
71	32.6086956521739	67.8260869565217	35.2173913043478	12940
73	31.7391304347826	66.5217391304348	34.7826086956522	13060
78	31.7391304347826	66.9565217391304	35.2173913043478	13250
81	32.6086956521739	67.8260869565217	35.2173913043478	12624
83	32.6086956521739	66.9565217391304	34.3478260869565	12857
86	26.9565217391304	73.0434782608696	46.0869565217391	17345
90	32.1739130434783	67.3913043478261	35.2173913043478	13400
93	33.0434782608696	68.695652173913	35.6521739130435	13309
95	29.1304347826087	64.3478260869565	35.2173913043478	13362
100	30.8695652173913	64.7826086956522	33.9130434782609	12732
102	33.9130434782609	67.8260869565217	33.9130434782609	12882
105	31.7391304347826	66.9565217391304	35.2173913043478	13036
107	33.0434782608696	67.3913043478261	34.3478260869565	12983
110	31.7391304347826	66.9565217391304	35.2173913043478	12717
112	33.0434782608696	67.8260869565217	34.7826086956522	13029
117	33.0434782608696	67.8260869565217	34.7826086956522	12883
119	31.7391304347826	66.9565217391304	35.2173913043478	12665
124	31.7391304347826	66.9565217391304	35.2173913043478	13286
126	33.0434782608696	67.3913043478261	34.3478260869565	12558
129	32.1739130434783	65.6521739130435	33.4782608695652	12580
131	33.0434782608696	67.8260869565217	34.7826086956522	13318
136	33.0434782608696	67.8260869565217	34.7826086956522	12849
138	31.7391304347826	66.9565217391304	35.2173913043478	13303
140	33.0434782608696	67.8260869565217	34.7826086956522	13288
143	32.1739130434783	66.5217391304348	34.3478260869565	12647
145	33.4782608695652	67.8260869565217	34.3478260869565	12956
148	31.7391304347826	66.9565217391304	35.2173913043478	12881
150	32.6086956521739	67.8260869565217	35.2173913043478	13222
153	31.7391304347826	66.9565217391304	35.2173913043478	13053
155	32.6086956521739	67.3913043478261	34.7826086956522	13213
158	32.1739130434783	66.9565217391304	34.7826086956522	13110
162	26.0869565217391	73.4782608695652	47.3913043478261	17511
165	32.6086956521739	65.6521739130435	33.0434782608696	12219
168	33.0434782608696	68.2608695652174	35.2173913043478	13071
170	29.5652173913044	64.3478260869565	34.7826086956522	13218
176	31.7391304347826	66.9565217391304	35.2173913043478	13134
181	32.1739130434783	66.9565217391304	34.7826086956522	12981
188	32.6086956521739	67.8260869565217	35.2173913043478	13117
190	31.7391304347826	66.9565217391304	35.2173913043478	13295
193	32.6086956521739	67.8260869565217	35.2173913043478	12743
195	31.7391304347826	66.9565217391304	35.2173913043478	13184
200	32.6086956521739	66.5217391304348	33.9130434782609	12625
205	32.6086956521739	66.9565217391304	34.3478260869565	12839
208	32.6086956521739	67.3913043478261	34.7826086956522	12421
210	32.1739130434783	67.3913043478261	35.2173913043478	13173
212	32.6086956521739	67.3913043478261	34.7826086956522	13233
222	32.1739130434783	67.3913043478261	35.2173913043478	13300
224	32.1739130434783	66.9565217391304	34.7826086956522	12276
227	32.1739130434783	67.3913043478261	35.2173913043478	13293
229	32.1739130434783	66.9565217391304	34.7826086956522	13142
232	32.6086956521739	67.3913043478261	34.7826086956522	12938
234	32.1739130434783	66.9565217391304	34.7826086956522	13142
237	32.1739130434783	67.3913043478261	35.2173913043478	12853
239	32.1739130434783	66.9565217391304	34.7826086956522	13076
244	32.1739130434783	66.9565217391304	34.7826086956522	12996
248	32.1739130434783	66.9565217391304	34.7826086956522	13024
251	32.1739130434783	67.8260869565217	35.6521739130435	13184
253	32.6086956521739	66.9565217391304	34.3478260869565	12877
255	32.6086956521739	67.3913043478261	34.7826086956522	12555
257	32.1739130434783	66.9565217391304	34.7826086956522	12171
260	32.6086956521739	66.5217391304348	33.9130434782609	12717
262	32.1739130434783	66.9565217391304	34.7826086956522	13128
265	32.6086956521739	67.3913043478261	34.7826086956522	12648
267	32.1739130434783	66.9565217391304	34.7826086956522	12991
274	32.6086956521739	67.8260869565217	35.2173913043478	13309
276	31.7391304347826	66.5217391304348	34.7826086956522	13069
279	32.6086956521739	67.8260869565217	35.2173913043478	13074
281	32.1739130434783	66.5217391304348	34.3478260869565	12928
286	31.7391304347826	66.9565217391304	35.2173913043478	13171
294	26.9565217391304	73.0434782608696	46.0869565217391	17189
298	32.1739130434783	65.6521739130435	33.4782608695652	12456
305	34.3478260869565	67.8260869565217	33.4782608695652	12589
307	30.4347826086957	65.2173913043478	34.7826086956522	13084
314	34.3478260869565	65.6521739130435	31.304347826087	11619
319	32.6086956521739	66.9565217391304	34.3478260869565	12834
321	30.8695652173913	66.5217391304348	35.6521739130435	13484
325	26.9565217391304	73.0434782608696	46.0869565217391	16873
328	32.1739130434783	66.9565217391304	34.7826086956522	13062
331	34.3478260869565	67.3913043478261	33.0434782608696	12440
333	30	64.7826086956522	34.7826086956522	13090
336	33.4782608695652	68.695652173913	35.2173913043478	12693
338	31.304347826087	66.0869565217391	34.7826086956522	13173
341	33.0434782608696	67.3913043478261	34.3478260869565	12695
343	32.1739130434783	66.5217391304348	34.3478260869565	12890
348	33.4782608695652	64.3478260869565	30.8695652173913	11628
352	32.1739130434783	66.9565217391304	34.7826086956522	13217
359	32.6086956521739	67.3913043478261	34.7826086956522	13161
361	32.1739130434783	66.9565217391304	34.7826086956522	13168
364	32.6086956521739	67.8260869565217	35.2173913043478	12984
366	32.1739130434783	66.5217391304348	34.3478260869565	13051
375	26.5217391304348	73.0434782608696	46.5217391304348	17076
378	33.4782608695652	64.7826086956522	31.304347826087	12075
382	28.2608695652174	63.4782608695652	35.2173913043478	13324
389	33.9130434782609	67.3913043478261	33.4782608695652	12112
394	33.0434782608696	67.3913043478261	34.3478260869565	12789
401	31.7391304347826	66.9565217391304	35.2173913043478	12705
406	31.7391304347826	66.9565217391304	35.2173913043478	13081
408	33.0434782608696	67.3913043478261	34.3478260869565	12847
413	33.9130434782609	65.2173913043478	31.304347826087	11416
420	26.5217391304348	72.6086956521739	46.0869565217391	17057
