t_start	t_max	t_end	voltage	width	spacing	area	barcode	is_false_drop	id
0.00069	0.00086	0.000955	0.00750821513870309	0.000265	0.000925	1.41411994291858e-06	1	0	1
0.00188	0.002	0.00206	0.00485318584182809	0.00018	0.001355	6.91998316285072e-07	2	0	2
0.003415	0.00357	0.00369	0.00778287334182809	0.000275	0.00087	1.47241742633687e-06	3	0	3
0.00456	0.00465	0.004735	0.00485318584182809	0.000175000000000001	0.00128	6.78260951529056e-07	4	0	4
0.006015	0.006185	0.00628	0.00747769756057809	0.000265	0.000795000000000001	1.42831061674671e-06	5	0	5
0.007075	0.007165	0.007225	0.00424283427932809	0.00015	0.001435	5.40604401186479e-07	6	0	6
0.00866	0.00884	0.008925	0.00750821513870309	0.000265	0.000585	1.39886115385608e-06	7	0	7
0.00951	0.00961	0.009685	0.00473111552932809	0.000175	0.00135	6.66664271841556e-07	8	0	8
0.011035	0.011195	0.01129	0.00738614482620309	0.000255	0.003135	1.32927216653155e-06	9	0	9
0.016915	0.01703	0.017085	0.00460904521682809	0.00017	0.001345	6.60556301616791e-07	10	0	10
0.01843	0.018615	0.018695	0.00732510966995309	0.000265000000000001	0.000965000000000001	1.37475226713733e-06	11	0	11
0.01966	0.01975	0.01982	0.00445645732620309	0.00016	0.00145	5.81354277182885e-07	12	0	12
0.02127	0.021435	0.021535	0.00714200420120309	0.000264999999999998	0.000975	1.33065436674671e-06	13	0	13
0.02251	0.02259	0.022645	0.00390714091995309	0.000135	0.001215	4.67959201449683e-07	14	0	14
0.02386	0.02403	0.02413	0.00769132060745309	0.000269999999999999	0.000925000000000002	1.46844568658085e-06	15	0	15
0.025055	0.02514	0.02522	0.00448697490432809	0.000164999999999998	0.00135	6.04094327485775e-07	16	0	16
0.02657	0.02674	0.02684	0.00753873271682809	0.000269999999999999	0.000900000000000001	1.45196619439335e-06	17	0	17
0.02774	0.02784	0.027905	0.00439542216995309	0.000164999999999998	0.00131	5.999744544389e-07	18	0	18
0.029215	0.029365	0.02948	0.00744717998245309	0.000264999999999998	0.000895	1.42205451323108e-06	19	0	19
0.030375	0.03048	0.03054	0.00439542216995309	0.000165000000000002	0.00124999999999999	5.98295987642025e-07	20	0	20
0.03179	0.03196	0.03206	0.00753873271682809	0.000269999999999999	0.000895	1.43502893853397e-06	21	0	21
0.032955	0.033045	0.03312	0.00430386943557809	0.000165000000000005	0.00131	5.9417611459515e-07	22	0	22
0.03443	0.034575	0.034695	0.00744717998245309	0.000265000000000001	0.000939999999999996	1.40465949369983e-06	23	0	23
0.035635	0.03573	0.03578	0.00405972881057809	0.000144999999999999	0.001405	4.98943452446088e-07	24	0	24
0.037185	0.03734	0.037455	0.00769132060745309	0.000269999999999999	0.000855000000000002	1.44342127251835e-06	25	0	25
0.03831	0.038405	0.038465	0.00433438701370309	0.000154999999999995	0.001635	5.52968474926869e-07	26	0	26
0.0401	0.040275	0.04038	0.00793546123245309	0.000279999999999996	0.000775000000000005	1.54245972273351e-06	27	0	27
0.041155	0.04126	0.041335	0.00427335185745309	0.00018	0.00121	6.56140161988197e-07	28	0	28
0.042545	0.042705	0.04282	0.00732510966995309	0.000275000000000004	0.001735	1.43304975055562e-06	29	0	29
0.044555	0.04488	0.045025	0.0103768674824531	0.000469999999999998	0.003	2.92187094088397e-06	30	0	30
0.048025	0.04814	0.04821	0.00473111552932809	0.000184999999999998	0.001075	6.76591393931712e-07	32	0	31
0.049285	0.04938	0.049455	0.00482266826370309	0.000169999999999997	0.00146	6.54757961773041e-07	33	0	32
0.050915	0.051075	0.05119	0.00766080302932809	0.000274999999999997	0.000970000000000006	1.48309857868062e-06	34	0	33
