t_start	t_max	t_end	voltage	width	spacing	area	barcode	is_false_drop	id
5e-06	0.00026	0.000605	0.00792847656774771	0.0006	0.00121	3.92575664379987e-06	0	1	1
0.001815	0.00227	0.002595	0.00725708984899771	0.00078	0.002865	4.25135044357259e-06	1	0	2
0.00546	0.00598	0.00632	0.00835572266149771	0.00086	0.000905	5.38596426235178e-06	2	0	3
0.007225	0.00767	0.00797	0.00701294922399771	0.000744999999999999	0.00241	3.90640991604517e-06	3	0	4
0.01038	0.01098	0.01127	0.00802002930212271	0.00089	0.003925	5.49167744610296e-06	4	0	5
0.015195	0.01639	0.01669	0.00914917969274771	0.001495	0.002645	9.68919312310591e-06	5	0	6
0.019335	0.019775	0.020275	0.00835572266149771	0.000940000000000003	0.001895	5.96439521980284e-06	6	0	7
0.02217	0.022625	0.023055	0.00823365234899771	0.000885	0.001975	5.46393691873297e-06	7	0	8
0.02503	0.0261	0.02636	0.00893555664587271	0.00133	0.002375	8.28349082731818e-06	8	0	9
0.028735	0.02931	0.0296	0.00829468750524771	0.000865000000000001	0.00229999999999999	5.28461543425302e-06	9	0	10
0.0319	0.032415	0.03277	0.00786744141149771	0.000870000000000003	0.00179	5.28565308076363e-06	10	0	11
0.03456	0.03506	0.035365	0.00795899414587271	0.000805	0.00224	4.74359922300066e-06	11	0	12
0.037605	0.03816	0.038445	0.00805054688024771	0.00084	0.00159	5.1900106977937e-06	12	0	13
0.040035	0.040535	0.04085	0.00753174805212271	0.000815000000000003	0.002175	4.63901558047501e-06	13	0	14
0.043025	0.04349	0.04388	0.00817261719274771	0.000855000000000002	0.00154	5.31382065880991e-06	14	0	15
0.04542	0.04595	0.04624	0.00771485352087271	0.000820000000000001	0.002155	4.83857007268875e-06	15	0	16
0.048395	0.04884	0.049225	0.00798951172399771	0.000830000000000004	0.001455	5.1563497114131e-06	16	0	17
0.05068	0.051185	0.051485	0.00765381836462271	0.000805	0.00218	4.63587217221941e-06	17	0	18
0.053665	0.05421	0.05449	0.00826416992712271	0.000824999999999999	0.00124	5.12967729927749e-06	18	0	19
0.05573	0.056195	0.05652	0.00765381836462271	0.000789999999999999	0.00187	4.57782759206257e-06	19	0	20
0.05839	0.05882	0.05922	0.00823365234899771	0.000829999999999997	0.001755	5.07135825633498e-06	20	0	21
0.060975	0.06153	0.061785	0.00802002930212271	0.000810000000000005	0.001985	4.91278872498002e-06	21	0	22
0.06377	0.06429	0.06457	0.00808106445837271	0.000800000000000009	0.00121499999999999	4.86356377375567e-06	22	0	23
