slice	left	right	width	intensity
2	26.0869565217391	74.3478260869565	48.2608695652174	14878
5	30.8695652173913	66.5217391304348	35.6521739130435	11532
10	24.7826086956522	76.9565217391304	52.1739130434783	15992
20	32.1739130434783	67.3913043478261	35.2173913043478	11029
22	30.4347826086957	63.4782608695652	33.0434782608696	10621
24	34.7826086956522	69.5652173913044	34.7826086956522	10870
26	29.1304347826087	65.6521739130435	36.5217391304348	11382
30	26.5217391304348	73.9130434782609	47.3913043478261	14494
33	30.4347826086957	66.9565217391304	36.5217391304348	11617
38	30	66.0869565217391	36.0869565217391	11158
40	33.4782608695652	69.1304347826087	35.6521739130435	11339
48	24.7826086956522	73.4782608695652	48.695652173913	15088
51	33.0434782608696	67.8260869565217	34.7826086956522	11081
56	31.304347826087	67.3913043478261	36.0869565217391	11120
58	31.304347826087	66.5217391304348	35.2173913043478	11142
65	33.0434782608696	69.1304347826087	36.0869565217391	11270
68	25.2173913043478	73.4782608695652	48.2608695652174	15159
72	32.1739130434783	67.8260869565217	35.6521739130435	11165
77	33.4782608695652	69.5652173913044	36.0869565217391	11163
82	20	78.695652173913	58.695652173913	17998
87	24.7826086956522	74.7826086956522	50	15488
97	29.5652173913044	65.6521739130435	36.0869565217391	11320
102	28.695652173913	65.6521739130435	36.9565217391304	11683
104	34.7826086956522	69.5652173913044	34.7826086956522	10901
106	29.5652173913044	65.6521739130435	36.0869565217391	11431
108	33.9130434782609	69.5652173913044	35.6521739130435	11376
117	33.4782608695652	68.695652173913	35.2173913043478	11122
119	30	66.5217391304348	36.5217391304348	11119
121	33.9130434782609	69.5652173913044	35.6521739130435	11411
125	24.7826086956522	71.7391304347826	46.9565217391304	14524
128	32.1739130434783	68.2608695652174	36.0869565217391	11346
132	32.6086956521739	68.695652173913	36.0869565217391	11446
134	29.5652173913044	65.2173913043478	35.6521739130435	11401
144	30.4347826086957	67.8260869565217	37.3913043478261	11565
146	32.1739130434783	68.695652173913	36.5217391304348	10919
150	33.4782608695652	68.695652173913	35.2173913043478	10880
155	29.1304347826087	64.3478260869565	35.2173913043478	11123
158	32.6086956521739	68.695652173913	36.0869565217391	11289
166	15.2173913043478	83.9130434782609	68.695652173913	21178
173	20	79.1304347826087	59.1304347826087	18419
178	31.304347826087	67.3913043478261	36.0869565217391	11642
182	26.5217391304348	58.2608695652174	31.7391304347826	10121
185	24.7826086956522	73.0434782608696	48.2608695652174	14982
195	30.4347826086957	66.5217391304348	36.0869565217391	11211
197	33.9130434782609	69.1304347826087	35.2173913043478	11147
199	29.5652173913044	65.6521739130435	36.0869565217391	11413
201	33.4782608695652	69.1304347826087	35.6521739130435	11255
206	33.0434782608696	68.2608695652174	35.2173913043478	10956
210	33.0434782608696	68.695652173913	35.6521739130435	11227
214	25.6521739130435	73.0434782608696	47.3913043478261	14594
217	30.8695652173913	68.695652173913	37.8260869565217	11299
222	26.0869565217391	74.3478260869565	48.2608695652174	15196
229	31.304347826087	66.9565217391304	35.6521739130435	10965
233	25.6521739130435	73.9130434782609	48.2608695652174	14969
236	29.5652173913044	69.1304347826087	39.5652173913044	12736
239	33.4782608695652	68.695652173913	35.2173913043478	11348
253	26.0869565217391	73.0434782608696	46.9565217391304	14753
256	33.0434782608696	64.7826086956522	31.7391304347826	10218
267	30	66.0869565217391	36.0869565217391	11317
269	33.4782608695652	69.1304347826087	35.6521739130435	11283
276	30.4347826086957	66.0869565217391	35.6521739130435	11215
278	33.4782608695652	68.695652173913	35.2173913043478	11102
285	30.8695652173913	66.9565217391304	36.0869565217391	11103
287	33.0434782608696	68.2608695652174	35.2173913043478	11053
290	30.4347826086957	67.3913043478261	36.9565217391304	11061
292	32.1739130434783	68.695652173913	36.5217391304348	11207
294	30.4347826086957	66.5217391304348	36.0869565217391	11438
297	26.0869565217391	73.9130434782609	47.8260869565217	15052
301	31.304347826087	66.9565217391304	35.6521739130435	11160
305	28.695652173913	63.0434782608696	34.3478260869565	10882
325	29.1304347826087	69.1304347826087	40	12689
334	28.695652173913	63.9130434782609	35.2173913043478	11003
336	31.7391304347826	67.3913043478261	35.6521739130435	10664
341	34.3478260869565	70	35.6521739130435	11195
345	33.4782608695652	69.1304347826087	35.6521739130435	11385
347	30.4347826086957	66.0869565217391	35.6521739130435	11152
352	30.4347826086957	65.6521739130435	35.2173913043478	10984
359	19.5652173913043	80	60.4347826086957	18706
364	24.7826086956522	73.9130434782609	49.1304347826087	15410
374	33.0434782608696	68.695652173913	35.6521739130435	11189
383	32.6086956521739	67.3913043478261	34.7826086956522	11012
388	26.5217391304348	73.9130434782609	47.3913043478261	14723
391	30.4347826086957	66.0869565217391	35.6521739130435	11364
397	33.4782608695652	69.1304347826087	35.6521739130435	11223
