slice	left	right	width	intensity
26	19.1304347826087	56.0869565217391	36.9565217391304	4812
52	22.1739130434783	53.0434782608696	30.8695652173913	4167
62	22.1739130434783	53.9130434782609	31.7391304347826	4089
74	22.1739130434783	56.5217391304348	34.3478260869565	5114
94	20.4347826086957	53.4782608695652	33.0434782608696	3917
107	21.7391304347826	55.2173913043478	33.4782608695652	4908
128	21.304347826087	54.3478260869565	33.0434782608696	3994
141	21.7391304347826	54.3478260869565	32.6086956521739	3529
160	19.5652173913043	55.6521739130435	36.0869565217391	5049
180	21.7391304347826	54.3478260869565	32.6086956521739	3625
197	21.304347826087	54.7826086956522	33.4782608695652	4423
232	20.8695652173913	53.9130434782609	33.0434782608696	4134
243	23.0434782608696	54.3478260869565	31.304347826087	4529
262	20.8695652173913	53.9130434782609	33.0434782608696	3585
275	20.8695652173913	55.6521739130435	34.7826086956522	5184
294	21.304347826087	53.0434782608696	31.7391304347826	3335
308	20	54.7826086956522	34.7826086956522	5330
331	21.304347826087	54.3478260869565	33.0434782608696	3823
344	22.6086956521739	53.9130434782609	31.304347826087	4171
360	19.5652173913043	55.2173913043478	35.6521739130435	5151
379	20.8695652173913	53.9130434782609	33.0434782608696	3657
400	20.8695652173913	53.9130434782609	33.0434782608696	3987
412	22.1739130434783	54.3478260869565	32.1739130434783	4387
431	20.4347826086957	54.3478260869565	33.9130434782609	4383
444	22.6086956521739	54.3478260869565	31.7391304347826	3612
461	21.304347826087	53.4782608695652	32.1739130434783	3372
473	21.7391304347826	55.6521739130435	33.9130434782609	5142
497	20.8695652173913	53.4782608695652	32.6086956521739	3710
510	22.1739130434783	53.9130434782609	31.7391304347826	3636
527	20	55.2173913043478	35.2173913043478	5235
552	19.5652173913043	55.6521739130435	36.0869565217391	4693
580	16.9565217391304	57.3913043478261	40.4347826086957	4516
602	20.8695652173913	54.7826086956522	33.9130434782609	4221
640	20.8695652173913	54.3478260869565	33.4782608695652	3900
656	21.7391304347826	54.3478260869565	32.6086956521739	3778
671	19.1304347826087	54.7826086956522	35.6521739130435	5131
693	19.1304347826087	54.7826086956522	35.6521739130435	5249
721	21.304347826087	54.3478260869565	33.0434782608696	3948
734	21.7391304347826	54.3478260869565	32.6086956521739	3644
753	21.304347826087	54.7826086956522	33.4782608695652	4321
767	21.7391304347826	53.9130434782609	32.1739130434783	3692
784	19.1304347826087	54.7826086956522	35.6521739130435	5243
805	20	55.2173913043478	35.2173913043478	5029
829	19.5652173913043	55.6521739130435	36.0869565217391	4716
848	21.7391304347826	54.3478260869565	32.6086956521739	3211
865	20	55.2173913043478	35.2173913043478	5167
883	21.304347826087	53.9130434782609	32.6086956521739	3320
900	19.5652173913043	55.2173913043478	35.6521739130435	5062
921	19.5652173913043	55.2173913043478	35.6521739130435	4779
946	21.304347826087	54.3478260869565	33.0434782608696	3806
960	21.7391304347826	54.3478260869565	32.6086956521739	4096
977	19.5652173913043	54.7826086956522	35.2173913043478	4963
995	21.7391304347826	53.9130434782609	32.1739130434783	3332
1014	20	55.2173913043478	35.2173913043478	5008
1034	19.5652173913043	55.6521739130435	36.0869565217391	5000
1058	20.8695652173913	54.7826086956522	33.9130434782609	4178
1074	20	54.7826086956522	34.7826086956522	5108
1094	20.8695652173913	53.9130434782609	33.0434782608696	4000
1106	22.6086956521739	54.3478260869565	31.7391304347826	4283
1122	20	54.3478260869565	34.3478260869565	4929
1147	20.4347826086957	55.2173913043478	34.7826086956522	4977
