t_start	t_max	t_end	voltage	width	spacing	area	barcode	is_false_drop	id
0.093335	0.09352	0.09381	0.0477730019538186	0.000475000000000003	0.16388	1.33880416702548e-05	4	0	1
0.25769	0.257875	0.258165	0.0501533730475686	0.000475000000000003	0.06401	1.44228927444736e-05	10	0	2
0.322175	0.32225	0.32235	0.0191475136725686	0.000175000000000036	0.0284	2.48265475598423e-06	12	0	3
0.35075	0.35112	0.35138	0.0646187050788186	0.000630000000000019	0.001585	2.72732646879405e-05	0	1	4
0.352965	0.35329	0.354205	0.0398079140631936	0.00123999999999996	-0.00123999999999996	4.21334848446136e-05	13	0	5
0.352965	0.35407	0.354205	0.0479866250006936	0.00123999999999996	0.00519000000000003	4.21334848446136e-05	13	0	6
0.359395	0.359615	0.35978	0.0565010292975686	0.000384999999999969	0.043965	1.45842295510518e-05	0	1	7
0.403745	0.404015	0.404325	0.0646797402350686	0.000579999999999969	0.04302	2.53362747464995e-05	0	1	8
0.447345	0.44765	0.447955	0.0646187050788186	0.000609999999999999	0.0713950000000001	2.51086982035516e-05	0	1	9
0.51935	0.51962	0.51995	0.0637336953131936	0.000599999999999934	0.107515	2.46672841019822e-05	0	1	10
0.627465	0.6278	0.62802	0.0642830117194436	0.000555000000000083	0.110565	2.36379518949197e-05	0	1	11
0.738585	0.738875	0.73916	0.0626045449225686	0.000574999999999992	0.11066	2.32938208695429e-05	0	1	12
0.84982	0.85019	0.85111	0.0371834023444436	0.00129000000000001	-0.00129000000000001	3.75429174130077e-05	26	0	13
0.84982	0.85096	0.85111	0.0463997109381936	0.00129000000000001	0.031045	3.75429174130077e-05	26	0	14
0.882155	0.88248	0.882705	0.0609871132819436	0.000549999999999939	0.1412	2.19098290726506e-05	0	1	15
1.023905	1.02402	1.02529	0.0434700234381936	0.00138499999999997	-0.00138499999999997	3.9982353575183e-05	31	0	16
1.023905	1.02515	1.02529	0.0442024453131936	0.00138499999999997	0.0326350000000002	3.9982353575183e-05	31	0	17
1.057925	1.05823	1.058455	0.0624214394538186	0.000529999999999919	0.214735	2.16619190824024e-05	0	1	18
1.27319	1.27337	1.273655	0.0505195839850686	0.00046500000000016	0.22998	1.46141080374354e-05	39	0	19
1.503635	1.50375	1.503925	0.0355354531256936	0.000290000000000123	0.0642	6.67543303731398e-06	49	0	20
1.568125	1.56821	1.568275	0.0198189003913186	0.000149999999999872	0.0414800000000002	2.21697960948251e-06	53	0	21
1.609755	1.61015	1.61041	0.0633674843756936	0.00065499999999985	0.53029	2.75235284574891e-05	0	1	22
2.1407	2.140995	2.141215	0.0605903847663186	0.000515000000000043	0.00280499999999995	2.06448784964544e-05	0	1	23
2.14402	2.14423	2.14433	0.0290657265631936	0.000310000000000255	0.00924999999999976	5.87506421896848e-06	183	0	24
2.15358	2.15376	2.15397	0.0518928750006936	0.000390000000000335	0.271525	1.28411304494927e-05	184	0	25
2.425495	2.425785	2.42598	0.0617805703131936	0.000484999999999847	0.27865	1.9554248252293e-05	0	1	26
2.70463	2.704775	2.70498	0.0459114296881936	0.000350000000000072	0.193195	9.36282755883996e-06	305	0	27
2.898175	2.89837	2.89854	0.0550972207038186	0.000364999999999949	0.243205	1.3349381084241e-05	0	1	28
