t_start	t_max	t_end	voltage	width	spacing	area	injected	id	occupancy
0.00259	0.002875	0.00322	0.0328665295028373	0.00063	0.003495	1.33516305116454e-05	1	1	1
0.006715	0.006935	0.00725	0.0296927013778373	0.000535	0.003205	1.05738536659071e-05	1	2	1
0.010455	0.010645	0.01081	0.0144339123153373	0.000354999999999999	0.003775	4.16013665617768e-06	1	3	2
0.014585	0.014865	0.015195	0.0243521252059623	0.000609999999999999	0.003705	9.7942144723699e-06	1	4	1
0.0189	0.019185	0.019525	0.0288076916122123	0.000625000000000001	0.003965	1.16853752567094e-05	1	5	1
0.02349	0.023785	0.024135	0.0317068615340873	0.000645	0.00337	1.29747248897349e-05	1	6	1
0.027505	0.02776	0.0281	0.0262136974715873	0.000594999999999998	0.00403	1.03040241470148e-05	1	7	1
0.03213	0.032405	0.03272	0.0259390392684623	0.00059	0.003655	1.01239749467663e-05	1	8	1
0.036375	0.036655	0.037	0.0284414806747123	0.000625000000000001	0.003275	1.15613213016312e-05	1	9	1
0.040275	0.040515	0.04084	0.0267324962997123	0.000565000000000003	0.002695	1.00022323634922e-05	1	10	1
0.043535	0.043765	0.04408	0.0303640880965873	0.000544999999999997	0.00383	1.09949872226542e-05	1	11	1
0.04791	0.04815	0.04848	0.0278311291122123	0.000570000000000001	0.00376	1.04209290246783e-05	1	12	1
0.05224	0.052505	0.05285	0.0328360119247123	0.000609999999999999	0.003735	1.28212530465887e-05	1	13	1
0.056585	0.056875	0.05723	0.0306082287215873	0.000645	0.002385	1.25778437862192e-05	1	14	1
0.059615	0.05981	0.060105	0.0291739025497123	0.000490000000000004	0.00429	9.84467673281068e-06	1	15	1
0.064395	0.06468	0.06503	0.0301199474715873	0.000634999999999997	0.00303500000000001	1.23044153075971e-05	1	16	1
0.068065	0.068275	0.068595	0.0243521252059623	0.000530000000000003	0.00354499999999999	8.73410597933043e-06	1	17	1
0.07214	0.072415	0.072755	0.0296927013778373	0.000615000000000004	0.00300499999999999	1.17426047370716e-05	1	18	1
0.07576	0.075965	0.07627	0.0267630138778373	0.000509999999999997	0.004305	9.28771288927368e-06	1	19	1
0.080575	0.08086	0.081205	0.0295706310653373	0.000630000000000006	0.003525	1.20198434022704e-05	1	20	1
0.08473	0.08505	0.08542	0.0289907970809623	0.000689999999999996	0.00329500000000001	1.24001908853313e-05	1	21	2
0.088715	0.08898	0.089335	0.0254202404403373	0.000619999999999996	0.003715	1.01503455877108e-05	1	22	1
0.09305	0.09335	0.093685	0.0225515880965873	0.000635000000000011	0.004065	9.37396486814396e-06	1	23	1
0.09775	0.09804	0.098375	0.0250235119247123	0.000625000000000001	0.00325499999999999	1.02281609012406e-05	1	24	1
0.10163	0.10189	0.102225	0.0264273205184623	0.000594999999999998	0.00402000000000001	1.03923725356867e-05	1	25	1
0.106245	0.106485	0.106795	0.0242605724715873	0.000549999999999995	0.0039	8.9448118135278e-06	1	26	1
0.110695	0.11097	0.11133	0.0298452892684623	0.000634999999999997	0.00315	1.2140078149394e-05	1	27	1
0.11448	0.114675	0.115005	0.0242605724715873	0.000524999999999998	0.002655	8.59296669119124e-06	1	28	1
0.11766	0.117825	0.118145	0.0274649181747123	0.000484999999999999	0.00376	9.29597518881212e-06	1	29	1
0.121905	0.12218	0.12252	0.0322866955184623	0.000615000000000004	0.00378000000000001	1.2776387696056e-05	1	30	1
0.1263	0.126535	0.12689	0.0304556408309623	0.000589999999999979	0.00184000000000001	1.16893741166882e-05	1	31	1
0.12873	0.12885	0.129145	0.0291739025497123	0.000414999999999999	0.00448000000000001	8.06495923689477e-06	1	32	1
0.133625	0.1339	0.134195	0.0241079845809623	0.000569999999999987	0.00401000000000001	9.26309211061579e-06	1	33	1
0.138205	0.138485	0.138815	0.0293570080184623	0.000609999999999999	0.00342000000000001	1.16029913278387e-05	1	34	1
0.142235	0.142515	0.142865	0.0331411877059623	0.000629999999999992	0.00228999999999999	1.34823983339111e-05	1	35	1
0.145155	0.14529	0.14561	0.0299978771590873	0.000455000000000011	0.00464500000000001	9.3933533271645e-06	1	36	1
0.150255	0.15052	0.15076	0.0199881115340873	0.000504999999999978	0.003885	7.20123058355638e-06	1	37	2
0.154645	0.15494	0.15527	0.0312796154403373	0.000625000000000014	0.00323499999999999	1.2843975110225e-05	1	38	1
0.158505	0.158745	0.15909	0.0304556408309623	0.000585000000000002	0.00318500000000002	1.17458361469084e-05	1	39	1
0.162275	0.162485	0.162835	0.0302115002059623	0.000559999999999977	0.00386500000000001	1.13593535733999e-05	1	40	1
0.1667	0.16697	0.167305	0.0323172130965873	0.000604999999999994	0.00383500000000001	1.24020986217308e-05	1	41	1
0.17114	0.17142	0.171765	0.0315847912215873	0.000625000000000014	0.00370999999999999	1.29030266238969e-05	1	42	1
0.175475	0.17581	0.17616	0.0262442150497123	0.000684999999999991	0.00342000000000001	1.1079089438989e-05	1	43	2
0.17958	0.17986	0.18023	0.0328054943465873	0.000650000000000012	0.00358999999999998	1.34536937677178e-05	1	44	1
0.18382	0.18408	0.18443	0.0319815197372123	0.000609999999999999	0.00390500000000002	1.25926763864324e-05	1	45	1
0.188335	0.188545	0.18873	0.0151052990340873	0.000394999999999979	0.00419	4.64456712340054e-06	1	46	1
0.19292	0.193185	0.193525	0.0290823498153373	0.000605000000000022	0.00394	1.14192800182151e-05	1	47	2
0.197465	0.19769	0.19801	0.0290823498153373	0.00054499999999999	0.012835	1.05347821445292e-05	1	48	1
0.210845	0.211715	0.211975	0.0476675548934623	0.00112999999999999	0.002555	4.28473342279078e-05	0	49	0
0.21453	0.21473	0.214935	0.0471182384872123	0.000404999999999989	0.005	1.19416162074914e-05	0	50	0
0.219935	0.220175	0.22037	0.0454397716903373	0.000434999999999991	0.00309500000000001	1.24402463699203e-05	0	51	0
0.223465	0.22368	0.223875	0.0441885509872123	0.000409999999999994	0.00329499999999999	1.14830850854744e-05	0	52	0
0.22717	0.227385	0.22759	0.0502005138778373	0.000420000000000004	0.001335	1.30295543355809e-05	0	53	0
0.228925	0.229085	0.229255	0.0411367931747123	0.000329999999999997	0.00353500000000001	8.52356252993485e-06	0	54	0
0.23279	0.23299	0.2332	0.0491323986434623	0.000409999999999994	0.00262999999999999	1.247322790774e-05	0	55	0
0.23583	0.236055	0.236245	0.0474844494247123	0.000414999999999999	0.00326000000000001	1.2281573006426e-05	0	56	0
0.239505	0.23973	0.23993	0.0494986095809623	0.000425000000000009	0.00237499999999999	1.31606228229388e-05	0	57	0
